repository,number,eligible,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
jhipster/jhipster-lite,9178,1,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.0,8.0.1,patch,1,1,
jhipster/jhipster-lite,9135,1,io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,8.0.0,major,0,,
jhipster/jhipster-lite,9125,1,io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,8.0.0,major,0,,
MoshiCoCo/Apple-Monitor,27,1,io.github.itning:guava-retrying3,3.0.2,3.0.3,patch,1,1,
SonicCloudOrg/sonic-agent,380,1,io.github.soniccloudorg:sonic-driver-core,1.1.28,1.1.29,patch,0,,
alibaba/fastjson2,2402,1,io.github.wycst:wast,0.0.11,0.0.12.1,patch,0,,
alibaba/fastjson2,2370,1,io.github.wycst:wast,0.0.10.2,0.0.11,patch,0,,
Jojoooo1/spring-boot-api,108,1,io.hypersistence:hypersistence-utils-hibernate-62,3.7.0,3.7.1,patch,1,0,no_compile
Jojoooo1/spring-boot-api,92,1,io.hypersistence:hypersistence-utils-hibernate-62,3.6.1,3.7.0,minor,1,0,no_compile
Jojoooo1/spring-boot-api,61,1,io.hypersistence:hypersistence-utils-hibernate-62,3.6.0,3.6.1,patch,0,,
Jojoooo1/spring-boot-api,52,1,io.hypersistence:hypersistence-utils-hibernate-62,3.5.3,3.6.0,minor,1,0,no_compile
Jojoooo1/spring-boot-api,116,1,io.hypersistence:hypersistence-utils-hibernate-63,3.7.1,3.7.2,patch,1,0,no_compile
Jojoooo1/spring-boot-api,151,1,io.hypersistence:hypersistence-utils-hibernate-63,3.7.4,3.7.5,patch,1,0,no_compile
Jojoooo1/spring-boot-api,149,1,io.hypersistence:hypersistence-utils-hibernate-63,3.7.3,3.7.4,patch,1,0,no_compile
java-operator-sdk/jenvtest,142,1,io.javaoperatorsdk:kubernetes-webhooks-framework-core,1.0.0,1.1.3,minor,0,,
SpringBootCourses/tasklist,48,1,io.minio:minio,8.5.8,8.5.9,patch,1,0,no_maven
SpringBootCourses/tasklist,40,1,io.minio:minio,8.5.7,8.5.8,patch,1,0,no_maven
SpringBootCourses/tasklist,26,1,io.minio:minio,8.5.3,8.5.7,patch,1,0,no_maven
jhipster/jhipster-lite,9616,1,io.mongock:mongock-bom,5.4.1,5.4.2,patch,0,,no_jar
jhipster/jhipster-lite,9615,1,io.mongock:mongock-bom,5.4.1,5.4.2,patch,0,,no_jar
jhipster/jhipster-lite,9475,1,io.mongock:mongock-bom,5.4.0,5.4.1,patch,0,,no_jar
jhipster/jhipster-lite,9469,1,io.mongock:mongock-bom,5.4.0,5.4.1,patch,0,,no_jar
jhipster/jhipster-lite,9071,1,io.mongock:mongock-bom,5.2.2,5.4.0,minor,0,,no_jar
jhipster/jhipster-lite,8597,1,io.mongock:mongock-bom,5.3.6,5.4.0,minor,0,,no_jar
KouShenhai/KCloud-Platform-Alibaba,1219,1,io.netty:netty-all,4.1.106.Final,4.1.107.Final,patch,1,0,no_compile
KouShenhai/KCloud-Platform-Alibaba,1169,1,io.netty:netty-all,4.1.105.Final,4.1.106.Final,patch,1,0,no_compile
Flmelody/windward,52,1,io.netty:netty-all,4.1.107.Final,4.1.108.Final,patch,1,0,no_compile
Flmelody/windward,42,1,io.netty:netty-all,4.1.106.Final,4.1.107.Final,patch,1,0,no_compile
Flmelody/windward,39,1,io.netty:netty-all,4.1.104.Final,4.1.106.Final,patch,1,0,no_compile
Flmelody/windward,27,1,io.netty:netty-all,4.1.94.Final,4.1.104.Final,patch,1,0,no_compile
conduktor/conduktor-poc-kafka-protocol,90,1,io.netty:netty-all,4.1.94.Final,4.1.99.Final,patch,1,0,no_compile
Swofty-Developments/HypixelSkyBlock,143,1,io.netty:netty-all,4.1.107.Final,4.1.108.Final,patch,1,0,no_compile
Swofty-Developments/HypixelSkyBlock,78,1,io.netty:netty-all,4.1.106.Final,4.1.107.Final,patch,1,0,no_compile
Swofty-Developments/HypixelSkyBlock,52,1,io.netty:netty-all,4.1.104.Final,4.1.106.Final,patch,1,0,no_compile
Swofty-Developments/HypixelSkyBlock,48,1,io.netty:netty-all,4.1.65.Final,4.1.104.Final,patch,0,,
KouShenhai/KCloud-Platform-IoT,1219,1,io.netty:netty-all,4.1.106.Final,4.1.107.Final,patch,1,0,no_compile
KouShenhai/KCloud-Platform-IoT,1169,1,io.netty:netty-all,4.1.105.Final,4.1.106.Final,patch,1,0,no_compile
Flmelody/windward,56,1,io.netty:netty-all,4.1.108.Final,4.1.109.Final,patch,1,0,no_compile
Swofty-Developments/HypixelSkyBlock,277,1,io.netty:netty-all,4.1.108.Final,4.1.109.Final,patch,1,0,no_compile
hantsy/jakartaee10-starter-boilerplate,59,1,io.openliberty.tools:liberty-maven-plugin,3.10.1,3.10.2,patch,0,,
hantsy/jakartaee10-starter-boilerplate,58,1,io.openliberty.tools:liberty-maven-plugin,3.10,3.10.1,patch,0,,
hantsy/jakartaee10-starter-boilerplate,36,1,io.openliberty.tools:liberty-maven-plugin,3.8.2,3.10,minor,0,,
hantsy/jakartaee10-starter-boilerplate,19,1,io.openliberty.tools:liberty-maven-plugin,3.8,3.8.2,patch,1,1,
hantsy/jakartaee10-starter-boilerplate,74,1,io.openliberty:openliberty-runtime,24.0.0.3,24.0.0.4,other,0,,no_jar
hantsy/jakartaee10-starter-boilerplate,67,1,io.openliberty:openliberty-runtime,23.0.0.11,24.0.0.3,major,0,,no_jar
Jojoooo1/spring-boot-api,146,1,io.opentelemetry:opentelemetry-api,1.36.0,1.37.0,minor,1,0,no_maven
Jojoooo1/spring-boot-api,50,1,io.opentelemetry:opentelemetry-exporter-otlp,1.30.1,1.31.0,minor,1,0,no_maven
SpringBootCourses/data-analyser-microservice,18,1,io.projectreactor.kafka:reactor-kafka,1.3.17,1.3.22,patch,0,,
OpenFeign/querydsl,338,1,io.projectreactor:reactor-bom,2023.0.3,2023.0.4,patch,0,,NO_JAR
OpenFeign/querydsl,376,1,io.projectreactor:reactor-bom,2023.0.4,2023.0.5,patch,0,,no_jar
alibaba/fastjson2,2421,1,io.projectreactor:reactor-core,3.6.4,3.6.5,patch,1,0,no_maven
alibaba/fastjson2,2326,1,io.projectreactor:reactor-core,3.6.2,3.6.4,patch,0,,
alibaba/fastjson2,2257,1,io.projectreactor:reactor-core,3.6.1,3.6.2,patch,1,0,no_maven
alibaba/fastjson2,2092,1,io.projectreactor:reactor-core,3.6.0,3.6.1,patch,1,0,no_maven
alibaba/fastjson2,2016,1,io.projectreactor:reactor-core,3.5.11,3.6.0,minor,0,,
alibaba/fastjson2,1932,1,io.projectreactor:reactor-core,3.5.10,3.5.11,patch,1,0,no_maven
alibaba/fastjson2,1859,1,io.projectreactor:reactor-core,3.5.9,3.5.10,patch,1,0,no_maven
alibaba/fastjson2,1750,1,io.projectreactor:reactor-core,3.5.8,3.5.9,patch,1,0,no_maven
rabobank/shadow-tool,126,1,io.projectreactor:reactor-core,3.6.0,3.6.1,patch,1,0,no_maven
rabobank/shadow-tool,99,1,io.projectreactor:reactor-core,3.5.10,3.5.11,patch,1,0,no_maven
rabobank/shadow-tool,96,1,io.projectreactor:reactor-core,3.5.7,3.5.10,patch,1,0,no_maven
Jojoooo1/spring-boot-api,147,1,io.pyroscope:agent,0.13.0,0.13.1,patch,0,,
quarkiverse/quarkus-langchain4j,454,1,io.quarkiverse.wiremock:quarkus-wiremock-test,1.3.0,1.3.1,patch,1,0,no_test
quarkiverse/quarkus-langchain4j,526,1,io.quarkiverse.wiremock:quarkus-wiremock-test,1.3.1,1.3.2,patch,1,0,no_test
quarkiverse/quarkus-fx,28,1,io.quarkiverse:quarkiverse-parent,15,16,major,0,,no_jar
quarkiverse/quarkus-jnosql,81,1,io.quarkiverse:quarkiverse-parent,15,16,major,0,,no_jar
quarkiverse/quarkus-poi,98,1,io.quarkiverse:quarkiverse-parent,15,16,major,0,,no_jar
quarkiverse/quarkus-jnosql,103,1,io.quarkus.platform:quarkus-amazon-services-bom,3.9.4,3.9.5,patch,0,,no_jar
quarkiverse/quarkus-jnosql,97,1,io.quarkus.platform:quarkus-amazon-services-bom,3.9.3,3.9.4,patch,0,,no_jar
quarkiverse/quarkus-jnosql,94,1,io.quarkus.platform:quarkus-amazon-services-bom,3.2.4.Final,3.9.3,minor,0,,no_jar
quarkiverse/quarkus-jnosql,70,1,io.quarkus.platform:quarkus-amazon-services-bom,3.2.4.Final,3.5.3,minor,0,,no_jar
OpenFeign/querydsl,345,1,io.smallrye:jandex,3.1.6,3.1.7,patch,1,0,no_test
OpenFeign/querydsl,144,1,io.smallrye:jandex,3.1.2,3.1.6,patch,1,0,no_test
OpenFeign/querydsl,426,1,io.smallrye:jandex,3.1.7,3.1.8,patch,1,0,no_test
TFyre/bambu-farm,54,1,io.smallrye:jandex-maven-plugin,3.1.6,3.1.7,patch,1,0,no_test
spring-projects-experimental/spring-boot-migrator,935,1,io.spring.javaformat:spring-javaformat-maven-plugin,0.0.35,0.0.39,patch,0,,
making/retryable-client-http-request-interceptor,20,1,io.spring.javaformat:spring-javaformat-maven-plugin,0.0.39,0.0.41,patch,1,0,no_test
OpenFeign/querydsl,196,1,io.sundr:sundr-maven-plugin,0.101.3,0.103.1,minor,1,,
OpenFeign/querydsl,134,1,io.sundr:sundr-maven-plugin,0.103.0,0.103.1,patch,1,,
OpenFeign/querydsl,130,1,io.sundr:sundr-maven-plugin,0.101.3,0.103.0,minor,1,0,no_compile
OpenFeign/querydsl,92,1,io.sundr:sundr-maven-plugin,0.101.0,0.101.3,patch,1,0,no_compile
OpenFeign/querydsl,412,1,io.sundr:sundr-maven-plugin,0.103.1,0.200.0,minor,1,,
quarkiverse/quarkus-langchain4j,527,1,io.sundr:sundr-maven-plugin,0.103.1,0.200.0,minor,1,,
seifrajhi/Kubernetes-practical-exercises-Hands-on,59,1,io.swagger:swagger-annotations,1.6.12,1.6.13,patch,1,0,no_test
kspalaiologos/kamilalisp,62,1,io.undertow:undertow-core,2.3.8.Final,2.3.10.Final,patch,1,0,no_test
kspalaiologos/kamilalisp,47,1,io.undertow:undertow-core,2.3.7.Final,2.3.8.Final,patch,1,0,no_test
kspalaiologos/kamilalisp,63,1,io.undertow:undertow-websockets-jsr,2.3.9.Final,2.3.10.Final,patch,1,0,no_test
kspalaiologos/kamilalisp,57,1,io.undertow:undertow-websockets-jsr,2.3.8.Final,2.3.9.Final,patch,1,0,no_test
kspalaiologos/kamilalisp,46,1,io.undertow:undertow-websockets-jsr,2.3.7.Final,2.3.8.Final,patch,1,0,no_test
OpenFeign/querydsl,145,1,jakarta.activation:jakarta.activation-api,2.1.1,2.1.2,patch,1,0,no_maven
hbelmiro/100DaysOfJava,119,1,jakarta.json.bind:jakarta.json.bind-api,3.0.0,3.0.1,patch,1,0,no_maven
cmu-db/benchbase,484,1,jakarta.xml.bind:jakarta.xml.bind-api,4.0.1,4.0.2,patch,1,0,no_test
cmu-db/benchbase,404,1,jakarta.xml.bind:jakarta.xml.bind-api,4.0.0,4.0.1,patch,1,0,no_test
OpenFeign/querydsl,288,1,joda-time:joda-time,2.12.6,2.12.7,patch,1,0,no_compile
OpenFeign/querydsl,241,1,joda-time:joda-time,2.12.5,2.12.6,patch,1,0,no_compile
OpenFeign/querydsl,71,1,joda-time:joda-time,2.10.10,2.12.5,minor,1,0,no_compile
awslabs/eventbridge-kafka-connector,234,1,joda-time:joda-time,2.12.6,2.12.7,patch,1,0,no_compile
awslabs/eventbridge-kafka-connector,202,1,joda-time:joda-time,2.12.5,2.12.6,patch,1,0,no_compile
alibaba/fastjson2,2243,1,joda-time:joda-time,2.12.6,2.12.7,patch,1,0,no_compile
alibaba/fastjson2,2161,1,joda-time:joda-time,2.12.5,2.12.6,patch,1,0,no_compile
Flmelody/windward,21,1,junit:junit,RELEASE,4.13.2,major,0,,NO_JAR
Swofty-Developments/HypixelSkyBlock,73,1,junit:junit,4.13.1,4.13.2,patch,1,0,no_compile
JDK-Plus/spring-boot-starter-milvus,9,1,kr.motd.maven:os-maven-plugin,1.6.2,1.7.1,minor,1,0,no_compile
whereareiam/Socialismus,11,1,me.clip:placeholderapi,2.11.4,2.11.5,patch,0,,no_jar
ApliNi/Chat2QQ,37,1,me.clip:placeholderapi,2.11.4,2.11.5,patch,0,,no_jar
ApliNi/Chat2QQ,36,1,me.clip:placeholderapi,2.11.3,2.11.4,patch,0,,no_jar
spring-projects-experimental/spring-boot-migrator,1024,1,me.tongfei:progressbar,0.9.5,0.10.0,minor,0,,
OpenFeign/querydsl,51,1,mysql:mysql-connector-java,8.0.25,8.0.30,patch,0,,
devlive-community/datacap,580,1,mysql:mysql-connector-java,8.0.28,8.0.30,patch,0,,
OpenFeign/querydsl,217,1,net.alchim31.maven:scala-maven-plugin,3.1.3,3.4.6,minor,0,,
OpenFeign/querydsl,404,1,net.alchim31.maven:scala-maven-plugin,4.8.1,4.9.0,minor,1,,
OpenFeign/querydsl,361,1,net.bytebuddy:byte-buddy,1.14.12,1.14.13,patch,1,,
OpenFeign/querydsl,308,1,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,1,,
OpenFeign/querydsl,305,1,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,1,,
OpenFeign/querydsl,216,1,net.bytebuddy:byte-buddy,1.14.10,1.14.11,patch,1,,
OpenFeign/querydsl,174,1,net.bytebuddy:byte-buddy,1.14.10,1.14.11,patch,1,,
Swofty-Developments/HypixelSkyBlock,154,1,net.bytebuddy:byte-buddy,1.14.12,1.14.13,patch,1,,
Swofty-Developments/HypixelSkyBlock,71,1,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,1,,
OpenFeign/querydsl,427,1,net.bytebuddy:byte-buddy,1.14.14,1.14.15,patch,1,,
OpenFeign/querydsl,403,1,net.bytebuddy:byte-buddy,1.14.13,1.14.14,patch,1,,
Swofty-Developments/HypixelSkyBlock,300,1,net.bytebuddy:byte-buddy,1.14.13,1.14.14,patch,1,,
SonicCloudOrg/sonic-server,425,1,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,1,,
SonicCloudOrg/sonic-server,403,1,net.bytebuddy:byte-buddy,1.14.10,1.14.11,patch,1,,
SonicCloudOrg/sonic-server,391,1,net.bytebuddy:byte-buddy,1.14.7,1.14.10,patch,0,,
SonicCloudOrg/sonic-server,378,1,net.bytebuddy:byte-buddy,1.14.5,1.14.7,patch,0,,
jhipster/jhipster-lite,9770,1,net.bytebuddy:byte-buddy,1.14.14,1.14.15,patch,1,,
jhipster/jhipster-lite,9629,1,net.bytebuddy:byte-buddy,1.14.13,1.14.14,patch,1,,
jhipster/jhipster-lite,9395,1,net.bytebuddy:byte-buddy,1.14.12,1.14.13,patch,1,,
jhipster/jhipster-lite,8938,1,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,1,,
jhipster/jhipster-lite,8429,1,net.bytebuddy:byte-buddy,1.14.10,1.14.11,patch,1,,
Swofty-Developments/HypixelSkyBlock,155,1,net.bytebuddy:byte-buddy-agent,1.14.12,1.14.13,patch,1,,
Swofty-Developments/HypixelSkyBlock,72,1,net.bytebuddy:byte-buddy-agent,1.14.11,1.14.12,patch,1,,
Swofty-Developments/HypixelSkyBlock,297,1,net.bytebuddy:byte-buddy-agent,1.14.13,1.14.14,patch,1,,
SonicCloudOrg/sonic-server,421,1,net.bytebuddy:byte-buddy-agent,1.14.11,1.14.12,patch,1,,
SonicCloudOrg/sonic-server,399,1,net.bytebuddy:byte-buddy-agent,1.14.10,1.14.11,patch,1,,
SonicCloudOrg/sonic-server,390,1,net.bytebuddy:byte-buddy-agent,1.14.7,1.14.10,patch,1,,
SonicCloudOrg/sonic-server,381,1,net.bytebuddy:byte-buddy-agent,1.14.5,1.14.7,patch,1,,
SonicCloudOrg/sonic-agent,381,1,net.coobird:thumbnailator,0.4.19,0.4.20,patch,0,,
hbelmiro/100DaysOfJava,126,1,net.datafaker:datafaker,2.2.1,2.2.2,patch,1,0,no_test
hbelmiro/100DaysOfJava,125,1,net.datafaker:datafaker,2.2.0,2.2.1,patch,1,0,no_test
hbelmiro/100DaysOfJava,124,1,net.datafaker:datafaker,2.1.0,2.2.0,minor,0,,
hbelmiro/100DaysOfJava,92,1,net.datafaker:datafaker,2.0.2,2.1.0,minor,0,,
hbelmiro/100DaysOfJava,67,1,net.datafaker:datafaker,2.0.1,2.0.2,patch,0,,
jhipster/jhipster-lite,9674,1,net.jqwik:jqwik,1.8.3,1.8.4,patch,1,0,no_maven
whereareiam/Socialismus,9,1,net.kyori:adventure-platform-bukkit,4.3.0,4.3.2,patch,1,0,no_maven
whereareiam/Socialismus,20,1,net.kyori:adventure-text-minimessage,4.15.0,4.16.0,minor,1,0,no_maven
whereareiam/Socialismus,8,1,net.kyori:adventure-text-minimessage,4.14.0,4.15.0,minor,0,,
whereareiam/Socialismus,12,1,net.kyori:adventure-text-serializer-plain,4.14.0,4.15.0,minor,1,0,no_maven
HaHaWTH/AdvancedSensitiveWords,9,1,net.md-5:bungeecord-api,1.20-R0.1-SNAPSHOT,1.20-R0.2,patch,0,,no_jar
alibaba/fastjson2,2362,1,net.minidev:json-smart,2.5.0,2.5.1,patch,1,1,
usdAG/FlowMate,23,1,net.portswigger.burp.extensions:montoya-api,2023.3,2023.12.1,minor,0,,
Swofty-Developments/HypixelSkyBlock,299,1,net.raphimc:ViaLoader,2.2.13-SNAPSHOT,2.2.14-SNAPSHOT,patch,0,,no_jar
Jojoooo1/spring-boot-api,94,1,net.ttddyy.observation:datasource-micrometer-spring-boot,1.0.2,1.0.3,patch,1,0,no_test
instancio/instancio,983,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.16,3.16.1,patch,1,0,no_test
instancio/instancio,978,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.8,3.16,minor,0,,
instancio/instancio,945,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.7,3.15.8,patch,1,0,no_test
instancio/instancio,934,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.6,3.15.7,patch,0,,
instancio/instancio,878,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.5,3.15.6,patch,0,,
instancio/instancio,865,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.4,3.15.5,patch,1,0,no_test
instancio/instancio,830,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.3,3.15.4,patch,1,0,no_compile
instancio/instancio,796,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.2,3.15.3,patch,1,0,no_compile
instancio/instancio,763,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.1,3.15.2,patch,0,,
instancio/instancio,702,1,nl.jqno.equalsverifier:equalsverifier-nodep,3.15,3.15.1,patch,1,0,no_compile
Flmelody/windward,22,1,nz.net.ultraq.thymeleaf:thymeleaf-layout-dialect,3.2.1,3.3.0,minor,1,0,no_maven
kspalaiologos/kamilalisp,53,1,org.antlr:antlr4-maven-plugin,4.13.0,4.13.1,patch,1,0,no_test
kspalaiologos/kamilalisp,51,1,org.antlr:antlr4-runtime,4.13.0,4.13.1,patch,1,0,no_test
OpenFeign/querydsl,42,1,org.apache.ant:ant,1.10.11,1.10.14,patch,1,,
OpenFeign/querydsl,3,1,org.apache.ant:ant,1.10.10,1.10.11,patch,1,,
michelin/kstreamplify,101,1,org.apache.avro:avro-maven-plugin,1.11.2,1.11.3,patch,1,,
kspalaiologos/kamilalisp,74,1,org.apache.commons:commons-compress,1.24.0,1.25.0,minor,0,,
kspalaiologos/kamilalisp,52,1,org.apache.commons:commons-compress,1.23.0,1.24.0,minor,1,,
java-operator-sdk/jenvtest,166,1,org.apache.commons:commons-compress,1.26.0,1.26.1,patch,1,,
java-operator-sdk/jenvtest,162,1,org.apache.commons:commons-compress,1.25.0,1.26.0,minor,0,,
java-operator-sdk/jenvtest,129,1,org.apache.commons:commons-compress,1.24.0,1.25.0,minor,0,,
java-operator-sdk/jenvtest,113,1,org.apache.commons:commons-compress,1.23.0,1.24.0,minor,1,,
quarkiverse/quarkus-poi,100,1,org.apache.commons:commons-compress,1.26.0,1.26.1,patch,1,,
quarkiverse/quarkus-poi,99,1,org.apache.commons:commons-compress,1.25.0,1.26.0,minor,0,,
cmu-db/benchbase,491,1,org.apache.commons:commons-configuration2,2.10.0,2.10.1,patch,1,,
usdAG/FlowMate,16,1,org.apache.commons:commons-lang3,3.10,3.14.0,minor,0,,
michelin/kstreamplify,138,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
michelin/kstreamplify,70,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
conduktor/conduktor-poc-kafka-protocol,94,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
awslabs/eventbridge-kafka-connector,176,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
awslabs/eventbridge-kafka-connector,106,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
alibaba/fastjson2,2047,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
alibaba/fastjson2,1698,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
instancio/instancio,822,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
instancio/instancio,692,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
cmu-db/benchbase,429,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
kspalaiologos/kamilalisp,42,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
Sstudios-Dev/Betterpvp-2.0,7,1,org.apache.commons:commons-lang3,3.12.0,3.14.0,minor,0,,
albilu/netbeansPython,58,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
YehiaFarghaly/database-engine,118,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
YehiaFarghaly/database-engine,101,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
apache/eventmesh-dashboard,124,1,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,0,,
camunda-community-hub/zeebe-clickhouse-exporter,58,1,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,0,,
usdAG/FlowMate,9,1,org.apache.commons:commons-text,1.10.0,1.11.0,minor,1,,
Jojoooo1/spring-boot-api,56,1,org.apache.commons:commons-text,1.10.0,1.11.0,minor,1,,
kspalaiologos/kamilalisp,66,1,org.apache.commons:commons-text,1.10.0,1.11.0,minor,1,,
britka/playwrightium,43,1,org.apache.commons:commons-text,1.11.0,1.12.0,minor,1,,
alibaba/fastjson2,2508,1,org.apache.dubbo:dubbo,3.2.11,3.2.12,patch,0,,
alibaba/fastjson2,2247,1,org.apache.dubbo:dubbo,3.2.9,3.2.11,patch,0,,
alibaba/fastjson2,2037,1,org.apache.dubbo:dubbo,3.2.8,3.2.9,patch,0,,
alibaba/fastjson2,2011,1,org.apache.dubbo:dubbo,3.2.7,3.2.8,patch,0,,
alibaba/fastjson2,1926,1,org.apache.dubbo:dubbo,3.2.6,3.2.7,patch,0,,
alibaba/fastjson2,1876,1,org.apache.dubbo:dubbo,3.2.5,3.2.6,patch,0,,
OpenFeign/querydsl,28,1,org.apache.felix:maven-bundle-plugin,5.1.2,5.1.9,patch,1,0,no_maven
alibaba/fastjson2,2364,1,org.apache.flink:flink-core,1.18.1,1.19.0,minor,0,,
alibaba/fastjson2,2245,1,org.apache.flink:flink-core,1.18.0,1.18.1,patch,1,1,
alibaba/fastjson2,1966,1,org.apache.flink:flink-core,1.17.1,1.18.0,minor,0,,
alibaba/fastjson2,1697,1,org.apache.flink:flink-core,1.17.0,1.17.1,patch,1,1,
alibaba/fastjson2,2366,1,org.apache.flink:flink-json,1.18.1,1.19.0,minor,1,,
alibaba/fastjson2,2195,1,org.apache.flink:flink-json,1.18.0,1.18.1,patch,1,,
alibaba/fastjson2,1983,1,org.apache.flink:flink-json,1.17.1,1.18.0,minor,1,,
alibaba/fastjson2,1695,1,org.apache.flink:flink-json,1.17.0,1.17.1,patch,1,,
SonicCloudOrg/sonic-agent,409,1,org.apache.groovy:groovy-all,4.0.13,4.0.18,patch,0,,no_jar
Flmelody/windward,50,1,org.apache.groovy:groovy-templates,4.0.19,4.0.20,patch,1,0,no_maven
Flmelody/windward,44,1,org.apache.groovy:groovy-templates,4.0.18,4.0.19,patch,1,0,no_maven
Flmelody/windward,40,1,org.apache.groovy:groovy-templates,4.0.17,4.0.18,patch,1,0,no_maven
Flmelody/windward,33,1,org.apache.groovy:groovy-templates,4.0.15,4.0.17,patch,1,0,no_maven
Flmelody/windward,24,1,org.apache.groovy:groovy-templates,4.0.14,4.0.15,patch,1,0,no_maven
Flmelody/windward,58,1,org.apache.groovy:groovy-templates,4.0.20,4.0.21,patch,1,0,no_maven
KouShenhai/KCloud-Platform-Alibaba,1041,1,org.apache.httpcomponents:httpcore,4.4.15,4.4.16,patch,1,,
KouShenhai/KCloud-Platform-IoT,1041,1,org.apache.httpcomponents:httpcore,4.4.15,4.4.16,patch,1,,
devlive-community/datacap,598,1,org.apache.ignite:ignite-core,2.8.1,2.16.0,minor,0,,
conduktor/conduktor-poc-kafka-protocol,95,1,org.apache.kafka:kafka-clients,3.4.0,3.6.0,minor,0,,
devlive-community/datacap,538,1,org.apache.kafka:kafka-clients,2.8.1,3.6.1,major,0,,
jhipster/jhipster-lite,9047,1,org.apache.kafka:kafka-clients,3.6.1,3.7.0,minor,0,,
jhipster/jhipster-lite,8284,1,org.apache.kafka:kafka-clients,3.6.0,3.6.1,patch,0,,
jhipster/jhipster-lite,8263,1,org.apache.kafka:kafka-clients,3.2.0,3.6.0,minor,0,,
devlive-community/datacap,577,1,org.apache.kylin:kylin-jdbc,2.6.3,4.0.3,major,0,,
brenoepics/at4j,77,1,org.apache.logging.log4j:log4j-api,2.23.0,2.23.1,patch,1,,
brenoepics/at4j,70,1,org.apache.logging.log4j:log4j-api,2.22.1,2.23.0,minor,0,,
brenoepics/at4j,6,1,org.apache.logging.log4j:log4j-api,2.20.0,2.22.1,minor,0,,
KouShenhai/KCloud-Platform-Alibaba,1113,1,org.apache.logging.log4j:log4j-core,2.22.0,2.22.1,patch,1,,
OpenFeign/querydsl,333,1,org.apache.logging.log4j:log4j-core,2.23.0,2.23.1,patch,1,,
OpenFeign/querydsl,316,1,org.apache.logging.log4j:log4j-core,2.22.1,2.23.0,minor,1,,
OpenFeign/querydsl,230,1,org.apache.logging.log4j:log4j-core,2.22.0,2.22.1,patch,1,,
OpenFeign/querydsl,224,1,org.apache.logging.log4j:log4j-core,2.22.0,2.22.1,patch,1,,
OpenFeign/querydsl,186,1,org.apache.logging.log4j:log4j-core,2.21.1,2.22.0,minor,0,,
OpenFeign/querydsl,120,1,org.apache.logging.log4j:log4j-core,2.21.1,2.22.0,minor,0,,
KouShenhai/KCloud-Platform-IoT,1113,1,org.apache.logging.log4j:log4j-core,2.22.0,2.22.1,patch,1,,
sventorben/keycloak-restrict-client-auth,209,1,org.apache.logging.log4j:log4j-core,2.21.0,2.21.1,patch,1,,
sventorben/keycloak-restrict-client-auth,205,1,org.apache.logging.log4j:log4j-core,2.20.0,2.21.0,minor,1,,
sventorben/keycloak-home-idp-discovery,335,1,org.apache.logging.log4j:log4j-core,2.23.0,2.23.1,patch,1,,
sventorben/keycloak-home-idp-discovery,296,1,org.apache.logging.log4j:log4j-core,2.22.0,2.22.1,patch,1,,
sventorben/keycloak-home-idp-discovery,273,1,org.apache.logging.log4j:log4j-core,2.21.1,2.22.0,minor,0,,
sventorben/keycloak-home-idp-discovery,259,1,org.apache.logging.log4j:log4j-core,2.21.0,2.21.1,patch,1,,
