repository,number,eligible,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
OpenFeign/querydsl,310,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
OpenFeign/querydsl,180,1,org.postgresql:postgresql,42.6.0,42.7.1,minor,1,0,no_maven
OpenFeign/querydsl,152,1,org.postgresql:postgresql,42.7.0,42.7.1,patch,0,,
OpenFeign/querydsl,121,1,org.postgresql:postgresql,42.6.0,42.7.0,minor,0,,
OpenFeign/querydsl,102,1,org.postgresql:postgresql,42.3.4,42.6.0,minor,0,,
OpenFeign/querydsl,93,1,org.postgresql:postgresql,42.2.22,42.6.0,minor,0,,
seifrajhi/Kubernetes-practical-exercises-Hands-on,73,1,org.postgresql:postgresql,42.3.8,42.3.9,patch,1,0,no_maven
seifrajhi/Kubernetes-practical-exercises-Hands-on,41,1,org.postgresql:postgresql,42.2.16,42.3.8,minor,0,,
Jojoooo1/spring-boot-api,135,1,org.postgresql:postgresql,42.7.2,42.7.3,patch,1,0,no_maven
Jojoooo1/spring-boot-api,86,1,org.postgresql:postgresql,42.7.0,42.7.1,patch,0,,
Jojoooo1/spring-boot-api,67,1,org.postgresql:postgresql,42.6.0,42.7.0,minor,0,,
KouShenhai/KCloud-Platform-IoT,1222,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
devlive-community/datacap,683,1,org.postgresql:postgresql,42.6.0,42.7.2,minor,0,,
devlive-community/datacap,682,1,org.postgresql:postgresql,42.6.0,42.7.2,minor,0,,
cmu-db/benchbase,486,1,org.postgresql:postgresql,42.7.2,42.7.3,patch,1,0,no_maven
cmu-db/benchbase,470,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
SpringBootCourses/cqrs-banking-app,31,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
SpringBootCourses/cqrs-banking-app,24,1,org.postgresql:postgresql,42.6.0,42.7.1,minor,1,0,no_maven
SpringBootCourses/data-analyser-microservice,33,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
SpringBootCourses/data-analyser-microservice,27,1,org.postgresql:postgresql,42.6.0,42.7.1,minor,1,0,no_maven
SpringBootCourses/tasklist,50,1,org.postgresql:postgresql,42.7.2,42.7.3,patch,1,0,no_maven
SpringBootCourses/tasklist,44,1,org.postgresql:postgresql,42.7.1,42.7.2,patch,0,,
SpringBootCourses/tasklist,21,1,org.postgresql:postgresql,42.5.1,42.7.1,minor,0,,
OpenFeign/querydsl,379,1,org.postgresql:r2dbc-postgresql,1.0.4.RELEASE,1.0.5.RELEASE,patch,1,0,
quarkiverse/quarkus-primefaces,155,1,org.primefaces:primefaces,13.0.4,13.0.5,patch,1,1,
quarkiverse/quarkus-primefaces,147,1,org.primefaces:primefaces,13.0.3,13.0.4,patch,1,1,
quarkiverse/quarkus-primefaces,133,1,org.primefaces:primefaces,13.0.2,13.0.3,patch,1,1,
quarkiverse/quarkus-primefaces,122,1,org.primefaces:primefaces,13.0.1,13.0.2,patch,0,,
quarkiverse/quarkus-primefaces,109,1,org.primefaces:primefaces,13.0.0,13.0.1,patch,0,,
OpenFeign/querydsl,65,1,org.projectlombok:lombok,1.18.20,1.18.30,patch,0,,
usdAG/FlowMate,4,1,org.projectlombok:lombok,1.18.26,1.18.30,patch,1,0,no_maven
Flmelody/windward,51,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
Flmelody/windward,19,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
michelin/kstreamplify,184,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
michelin/kstreamplify,102,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
Jojoooo1/spring-boot-api,136,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
Jojoooo1/spring-boot-api,41,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
alibaba/fastjson2,2363,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
SonicCloudOrg/sonic-server,409,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
devlive-community/datacap,632,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
devlive-community/datacap,424,1,org.projectlombok:lombok,1.18.24,1.18.28,patch,1,0,no_maven
instancio/instancio,972,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
instancio/instancio,760,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
MoshiCoCo/Apple-Monitor,29,1,org.projectlombok:lombok,1.18.24,1.18.28,patch,1,0,no_maven
hbelmiro/100DaysOfJava,111,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
hbelmiro/100DaysOfJava,65,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
SpringBootCourses/cqrs-banking-app,68,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
SpringBootCourses/cqrs-banking-app,67,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
SpringBootCourses/cqrs-banking-app,64,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
Sstudios-Dev/Betterpvp-2.0,8,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
Sstudios-Dev/Betterpvp-2.0,6,1,org.projectlombok:lombok,1.18.24,1.18.30,patch,1,0,no_maven
britka/playwrightium,27,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
SpringBootCourses/data-analyser-microservice,19,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
bytemcnetzwerk/evelon,15,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
bytemcnetzwerk/evelon,4,1,org.projectlombok:lombok,1.18.26,1.18.28,patch,1,0,no_maven
openbrms/openbrms,70,1,org.projectlombok:lombok,1.18.30,1.18.32,patch,0,,
openbrms/openbrms,26,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
artemnefedov/JavaAI,23,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
SpringBootCourses/tasklist,25,1,org.projectlombok:lombok,1.18.24,1.18.30,patch,1,0,no_maven
quarkiverse/quarkus-primefaces,115,1,org.projectlombok:lombok,1.18.28,1.18.30,patch,1,0,no_maven
KouShenhai/KCloud-Platform-Alibaba,1218,1,org.redisson:redisson,3.26.0,3.26.1,patch,0,,
KouShenhai/KCloud-Platform-IoT,1218,1,org.redisson:redisson,3.26.0,3.26.1,patch,0,,
alibaba/fastjson2,2487,1,org.redisson:redisson,3.28.0,3.29.0,minor,0,,
Flmelody/windward,41,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
Flmelody/windward,37,1,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,1,,
Flmelody/windward,36,1,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,0,,
Flmelody/windward,18,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
awslabs/eventbridge-kafka-connector,237,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
awslabs/eventbridge-kafka-connector,213,1,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,1,,
awslabs/eventbridge-kafka-connector,121,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
Flmelody/windward,59,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
awslabs/eventbridge-kafka-connector,281,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
Swofty-Developments/HypixelSkyBlock,242,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
instancio/instancio,990,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
instancio/instancio,901,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
instancio/instancio,876,1,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,1,,
instancio/instancio,868,1,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,0,,
instancio/instancio,740,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
cmu-db/benchbase,499,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
britka/playwrightium,37,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
britka/playwrightium,17,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
britka/playwrightium,11,1,org.slf4j:slf4j-api,2.0.9,2.0.11,patch,0,,
Cosium/matrix-communication-client,57,1,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,1,,
Cosium/matrix-communication-client,47,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
Cosium/matrix-communication-client,41,1,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,1,,
Cosium/matrix-communication-client,38,1,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,0,,
Cosium/matrix-communication-client,23,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
openbrms/openbrms,58,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
openbrms/openbrms,51,1,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,1,,
openbrms/openbrms,50,1,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,0,,
openbrms/openbrms,21,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
openbrms/openbrms,16,1,org.slf4j:slf4j-api,1.7.36,2.0.7,major,0,,
databricks/databricks-sdk-java,146,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
rabobank/shadow-tool,129,1,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,0,,
rabobank/shadow-tool,92,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
java-operator-sdk/jenvtest,161,1,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,1,,
java-operator-sdk/jenvtest,149,1,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,1,,
java-operator-sdk/jenvtest,146,1,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,0,,
java-operator-sdk/jenvtest,111,1,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,1,,
cmu-db/benchbase,498,1,org.slf4j:slf4j-reload4j,2.0.12,2.0.13,patch,1,,
cmu-db/benchbase,419,1,org.slf4j:slf4j-reload4j,2.0.7,2.0.9,patch,1,,
databricks/databricks-sdk-java,147,1,org.slf4j:slf4j-reload4j,2.0.7,2.0.9,patch,1,,
britka/playwrightium,36,1,org.slf4j:slf4j-simple,2.0.12,2.0.13,patch,1,,
britka/playwrightium,16,1,org.slf4j:slf4j-simple,2.0.11,2.0.12,patch,1,,
britka/playwrightium,13,1,org.slf4j:slf4j-simple,2.0.9,2.0.11,patch,1,,
instancio/instancio,958,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,0,,
instancio/instancio,751,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.9.1.2184,3.10.0.2594,minor,1,1,
jhipster/jhipster-lite,9214,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,0,,
jhipster/jhipster-lite,9212,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,0,,
hantsy/jakartaee10-starter-boilerplate,60,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,0,,
liquibase/liquibase-databricks,114,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,0,,
liquibase/liquibase-databricks,82,1,org.sonarsource.scanner.maven:sonar-maven-plugin,3.9.1.2184,3.10.0.2594,minor,1,1,
brenoepics/at4j,74,1,org.sonatype.central:central-publishing-maven-plugin,0.3.1,0.4.0,minor,1,,
brenoepics/at4j,69,1,org.sonatype.central:central-publishing-maven-plugin,0.3.0,0.3.1,patch,1,,
brenoepics/at4j,59,1,org.sonatype.central:central-publishing-maven-plugin,0.2.0,0.3.0,minor,1,,
brenoepics/at4j,55,1,org.sonatype.central:central-publishing-maven-plugin,0.1.2,0.2.0,minor,0,,
Flmelody/windward,14,1,org.sonatype.plugins:nexus-staging-maven-plugin,1.6.8,1.6.13,patch,1,,
devlive-community/datacap,432,1,org.sonatype.plugins:nexus-staging-maven-plugin,1.6,1.6.13,patch,0,,
dmlloyd/jdk-classfile-preview,7,1,org.sonatype.plugins:nexus-staging-maven-plugin,1.6.8,1.6.13,patch,1,,
JDK-Plus/spring-boot-starter-milvus,12,1,org.sonatype.plugins:nexus-staging-maven-plugin,1.6.7,1.6.13,patch,1,,
apache/eventmesh-dashboard,107,1,org.springdoc:springdoc-openapi-javadoc,1.7.0,1.8.0,minor,1,0,
SpringBootCourses/tasklist,49,1,org.springdoc:springdoc-openapi-starter-webmvc-ui,2.3.0,2.4.0,minor,1,0,no_test
SpringBootCourses/tasklist,24,1,org.springdoc:springdoc-openapi-starter-webmvc-ui,2.0.2,2.3.0,minor,0,,
gameyfin/gameyfin,270,1,org.springdoc:springdoc-openapi-ui,1.7.0,1.8.0,minor,1,0,no_test
gameyfin/gameyfin,183,1,org.springdoc:springdoc-openapi-ui,1.6.15,1.7.0,minor,0,,
apache/eventmesh-dashboard,127,1,org.springdoc:springdoc-openapi-ui,1.7.0,1.8.0,minor,1,1,
jhipster/jhipster-lite,9589,1,org.springframework.boot:spring-boot,3.2.4,3.2.5,patch,1,0,no_maven
jhipster/jhipster-lite,9324,1,org.springframework.boot:spring-boot,3.2.3,3.2.4,patch,1,0,no_maven
jhipster/jhipster-lite,8998,1,org.springframework.boot:spring-boot,3.2.2,3.2.3,patch,1,0,no_maven
jhipster/jhipster-lite,8709,1,org.springframework.boot:spring-boot,3.2.1,3.2.2,patch,1,0,no_maven
jhipster/jhipster-lite,8431,1,org.springframework.boot:spring-boot,3.2.0,3.2.1,patch,0,,
michelin/kstreamplify,185,1,org.springframework.boot:spring-boot-dependencies,3.2.3,3.2.4,patch,0,,NO_JAR
michelin/kstreamplify,173,1,org.springframework.boot:spring-boot-dependencies,3.2.2,3.2.3,patch,0,,NO_JAR
michelin/kstreamplify,158,1,org.springframework.boot:spring-boot-dependencies,3.2.1,3.2.2,patch,0,,NO_JAR
michelin/kstreamplify,152,1,org.springframework.boot:spring-boot-dependencies,3.2.0,3.2.1,patch,0,,NO_JAR
michelin/kstreamplify,200,1,org.springframework.boot:spring-boot-dependencies,3.2.4,3.2.5,patch,0,,no_jar
jhipster/jhipster-lite,9585,1,org.springframework.boot:spring-boot-dependencies,3.2.4,3.2.5,patch,0,,no_jar
jhipster/jhipster-lite,9327,1,org.springframework.boot:spring-boot-dependencies,3.2.3,3.2.4,patch,0,,no_jar
jhipster/jhipster-lite,8989,1,org.springframework.boot:spring-boot-dependencies,3.2.2,3.2.3,patch,0,,no_jar
turkraft/springfilter,377,1,org.springframework.boot:spring-boot-dependencies,3.2.4,3.2.5,patch,0,,no_jar
turkraft/springfilter,373,1,org.springframework.boot:spring-boot-dependencies,3.2.3,3.2.4,patch,0,,no_jar
turkraft/springfilter,364,1,org.springframework.boot:spring-boot-dependencies,3.2.2,3.2.3,patch,0,,no_jar
turkraft/springfilter,362,1,org.springframework.boot:spring-boot-dependencies,3.2.1,3.2.2,patch,0,,no_jar
turkraft/springfilter,353,1,org.springframework.boot:spring-boot-dependencies,3.2.0,3.2.1,patch,0,,no_jar
turkraft/springfilter,348,1,org.springframework.boot:spring-boot-dependencies,3.1.5,3.2.0,minor,0,,no_jar
turkraft/springfilter,341,1,org.springframework.boot:spring-boot-dependencies,3.1.4,3.1.5,patch,0,,no_jar
turkraft/springfilter,333,1,org.springframework.boot:spring-boot-dependencies,3.1.3,3.1.4,patch,0,,no_jar
turkraft/springfilter,317,1,org.springframework.boot:spring-boot-dependencies,3.1.2,3.1.3,patch,0,,no_jar
turkraft/springfilter,310,1,org.springframework.boot:spring-boot-dependencies,3.0.6,3.1.2,minor,0,,no_jar
making/retryable-client-http-request-interceptor,12,1,org.springframework.boot:spring-boot-dependencies,3.1.2,3.1.5,patch,0,,no_jar
making/retryable-client-http-request-interceptor,8,1,org.springframework.boot:spring-boot-dependencies,3.1.1,3.1.2,patch,0,,no_jar
rabobank/shadow-tool,157,1,org.springframework.boot:spring-boot-dependencies,3.1.10,3.1.11,patch,0,,no_jar
rabobank/shadow-tool,146,1,org.springframework.boot:spring-boot-dependencies,3.1.9,3.1.10,patch,0,,no_jar
rabobank/shadow-tool,140,1,org.springframework.boot:spring-boot-dependencies,3.1.8,3.1.9,patch,0,,no_jar
rabobank/shadow-tool,133,1,org.springframework.boot:spring-boot-dependencies,3.1.7,3.1.8,patch,0,,no_jar
OpenFeign/querydsl,264,1,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.2,patch,0,,NO_JAR
OpenFeign/querydsl,220,1,org.springframework.boot:spring-boot-starter-parent,3.2.0,3.2.1,patch,0,,NO_JAR
OpenFeign/querydsl,198,1,org.springframework.boot:spring-boot-starter-parent,3.1.5,3.2.0,minor,0,,NO_JAR
OpenFeign/querydsl,127,1,org.springframework.boot:spring-boot-starter-parent,3.1.5,3.2.0,minor,0,,NO_JAR
OpenFeign/querydsl,83,1,org.springframework.boot:spring-boot-starter-parent,2.5.2,3.1.5,major,0,,NO_JAR
seifrajhi/Kubernetes-practical-exercises-Hands-on,88,1,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.3,patch,0,,NO_JAR
seifrajhi/Kubernetes-practical-exercises-Hands-on,87,1,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.3,patch,0,,NO_JAR
seifrajhi/Kubernetes-practical-exercises-Hands-on,77,1,org.springframework.boot:spring-boot-starter-parent,3.2.0,3.2.3,patch,0,,NO_JAR
Jojoooo1/spring-boot-api,58,1,org.springframework.boot:spring-boot-starter-parent,3.2.0-RC1,3.2.0-RC2,patch,0,,NO_JAR
Jojoooo1/spring-boot-api,42,1,org.springframework.boot:spring-boot-starter-parent,3.2.0-M2,3.2.0-M3,patch,0,,NO_JAR
jhipster/jhipster-lite,9584,1,org.springframework.boot:spring-boot-starter-parent,3.2.4,3.2.5,patch,0,,no_jar
jhipster/jhipster-lite,9325,1,org.springframework.boot:spring-boot-starter-parent,3.2.3,3.2.4,patch,0,,no_jar
jhipster/jhipster-lite,8988,1,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,0,,no_jar
jhipster/jhipster-lite,8704,1,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.2,patch,0,,no_jar
jhipster/jhipster-lite,8433,1,org.springframework.boot:spring-boot-starter-parent,3.2.0,3.2.1,patch,0,,no_jar
gameyfin/gameyfin,276,1,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.4,patch,0,,no_jar
gameyfin/gameyfin,230,1,org.springframework.boot:spring-boot-starter-parent,3.1.5,3.2.2,minor,0,,no_jar
gameyfin/gameyfin,186,1,org.springframework.boot:spring-boot-starter-parent,3.1.4,3.1.5,patch,0,,no_jar
gameyfin/gameyfin,161,1,org.springframework.boot:spring-boot-starter-parent,3.1.0,3.1.4,patch,0,,no_jar
aws-containers/retail-store-sample-app,522,1,org.springframework.boot:spring-boot-starter-parent,3.2.4,3.2.5,patch,0,,no_jar
aws-containers/retail-store-sample-app,471,1,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,0,,no_jar
aws-containers/retail-store-sample-app,410,1,org.springframework.boot:spring-boot-starter-parent,3.2.0,3.2.1,patch,0,,no_jar
aws-containers/retail-store-sample-app,366,1,org.springframework.boot:spring-boot-starter-parent,3.1.4,3.1.5,patch,0,,no_jar
aws-containers/retail-store-sample-app,348,1,org.springframework.boot:spring-boot-starter-parent,3.1.3,3.1.4,patch,0,,no_jar
aws-containers/retail-store-sample-app,336,1,org.springframework.boot:spring-boot-starter-parent,3.1.2,3.1.3,patch,0,,no_jar
aws-containers/retail-store-sample-app,330,1,org.springframework.boot:spring-boot-starter-parent,3.1.2,3.1.3,patch,0,,no_jar
aws-containers/retail-store-sample-app,306,1,org.springframework.boot:spring-boot-starter-parent,3.1.1,3.1.2,patch,0,,no_jar
SpringBootCourses/cqrs-banking-app,30,1,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,0,,no_jar
SpringBootCourses/data-analyser-microservice,31,1,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.2,patch,0,,no_jar
SpringBootCourses/data-analyser-microservice,30,1,org.springframework.boot:spring-boot-starter-parent,3.1.5,3.2.1,minor,0,,no_jar
SpringBootCourses/data-analyser-microservice,20,1,org.springframework.boot:spring-boot-starter-parent,3.1.3,3.1.5,patch,0,,no_jar
SpringBootCourses/tasklist,45,1,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,0,,no_jar
SpringBootCourses/tasklist,33,1,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.2,patch,0,,no_jar
SpringBootCourses/tasklist,20,1,org.springframework.boot:spring-boot-starter-parent,3.1.2,3.2.1,minor,0,,no_jar
Jojoooo1/spring-boot-api,57,1,org.springframework.cloud:spring-cloud-dependencies,2023.0.0-M2,2023.0.0-RC1,patch,0,,NO_JAR
jhipster/jhipster-lite,9383,1,org.springframework.cloud:spring-cloud-dependencies,2023.0.0,2023.0.1,patch,0,,no_jar
jhipster/jhipster-lite,9384,1,org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.1.0,4.1.1,patch,1,0,no_test
jhipster/jhipster-lite,8305,1,org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.0.3,4.1.0,minor,1,0,no_test
KouShenhai/KCloud-Platform-Alibaba,556,1,org.springframework.kafka:spring-kafka,3.0.4,3.0.10,patch,0,,
KouShenhai/KCloud-Platform-IoT,556,1,org.springframework.kafka:spring-kafka,3.0.4,3.0.10,patch,0,,
SpringBootCourses/cqrs-banking-app,63,1,org.springframework.kafka:spring-kafka,3.1.1,3.1.3,patch,0,,
SpringBootCourses/data-analyser-microservice,28,1,org.springframework.kafka:spring-kafka,3.0.12,3.1.1,minor,0,,
SpringBootCourses/data-analyser-microservice,21,1,org.springframework.kafka:spring-kafka,3.0.4,3.0.12,patch,0,,
spring-projects-experimental/spring-boot-migrator,996,1,org.springframework.shell:spring-shell-dependencies,2.1.10,2.1.14,patch,0,,no_jar
seifrajhi/Kubernetes-practical-exercises-Hands-on,81,1,org.testcontainers:junit-jupiter,1.19.3,1.19.6,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,262,1,org.testcontainers:junit-jupiter,1.19.6,1.19.7,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,245,1,org.testcontainers:junit-jupiter,1.19.5,1.19.6,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,239,1,org.testcontainers:junit-jupiter,1.19.4,1.19.5,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,225,1,org.testcontainers:junit-jupiter,1.19.3,1.19.4,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,174,1,org.testcontainers:junit-jupiter,1.18.3,1.19.3,minor,1,0,no_maven
sventorben/keycloak-restrict-client-auth,262,1,org.testcontainers:junit-jupiter,1.19.6,1.19.7,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,253,1,org.testcontainers:junit-jupiter,1.19.5,1.19.6,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,249,1,org.testcontainers:junit-jupiter,1.19.4,1.19.5,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,242,1,org.testcontainers:junit-jupiter,1.19.3,1.19.4,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,217,1,org.testcontainers:junit-jupiter,1.19.2,1.19.3,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,215,1,org.testcontainers:junit-jupiter,1.19.1,1.19.2,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,200,1,org.testcontainers:junit-jupiter,1.19.0,1.19.1,patch,1,0,no_maven
sventorben/keycloak-restrict-client-auth,190,1,org.testcontainers:junit-jupiter,1.18.3,1.19.0,minor,1,0,no_maven
manusa/helm-java,74,1,org.testcontainers:k3s,1.19.6,1.19.7,patch,1,0,no_maven
manusa/helm-java,68,1,org.testcontainers:k3s,1.19.5,1.19.6,patch,1,0,no_maven
manusa/helm-java,48,1,org.testcontainers:k3s,1.19.4,1.19.5,patch,1,0,no_maven
manusa/helm-java,26,1,org.testcontainers:k3s,1.19.3,1.19.4,patch,1,0,no_maven
seifrajhi/Kubernetes-practical-exercises-Hands-on,78,1,org.testcontainers:testcontainers,1.19.3,1.19.6,patch,0,,
awslabs/eventbridge-kafka-connector,256,1,org.testcontainers:testcontainers,1.19.6,1.19.7,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,247,1,org.testcontainers:testcontainers,1.19.5,1.19.6,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,236,1,org.testcontainers:testcontainers,1.19.4,1.19.5,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,224,1,org.testcontainers:testcontainers,1.19.3,1.19.4,patch,0,,
awslabs/eventbridge-kafka-connector,175,1,org.testcontainers:testcontainers,1.19.2,1.19.3,patch,1,0,no_maven
awslabs/eventbridge-kafka-connector,169,1,org.testcontainers:testcontainers,1.19.1,1.19.2,patch,0,,
awslabs/eventbridge-kafka-connector,148,1,org.testcontainers:testcontainers,1.19.0,1.19.1,patch,0,,
awslabs/eventbridge-kafka-connector,116,1,org.testcontainers:testcontainers,1.18.3,1.19.0,minor,0,,
spring-projects-experimental/spring-boot-migrator,960,1,org.testcontainers:testcontainers,1.19.0,1.19.1,patch,0,,
jhipster/jhipster-lite,9769,1,org.testcontainers:testcontainers-bom,1.19.7,1.19.8,patch,0,,no_jar
jhipster/jhipster-lite,9767,1,org.testcontainers:testcontainers-bom,1.19.7,1.19.8,patch,0,,no_jar
jhipster/jhipster-lite,9143,1,org.testcontainers:testcontainers-bom,1.19.6,1.19.7,patch,0,,no_jar
jhipster/jhipster-lite,9142,1,org.testcontainers:testcontainers-bom,1.19.6,1.19.7,patch,0,,no_jar
jhipster/jhipster-lite,9072,1,org.testcontainers:testcontainers-bom,1.19.4,1.19.6,patch,0,,no_jar
jhipster/jhipster-lite,8972,1,org.testcontainers:testcontainers-bom,1.19.5,1.19.6,patch,0,,no_jar
jhipster/jhipster-lite,8873,1,org.testcontainers:testcontainers-bom,1.19.4,1.19.5,patch,0,,no_jar
camunda-community-hub/zeebe-clickhouse-exporter,62,1,org.testcontainers:testcontainers-bom,1.18.3,1.19.0,minor,0,,no_jar
SonicCloudOrg/sonic-agent,396,1,org.testng:testng,7.8.0,7.9.0,minor,0,,
britka/playwrightium,46,1,org.testng:testng,7.10.1,7.10.2,patch,1,0,no_maven
britka/playwrightium,41,1,org.testng:testng,7.10.0,7.10.1,patch,0,,
britka/playwrightium,34,1,org.testng:testng,7.9.0,7.10.0,minor,0,,
Swofty-Developments/HypixelSkyBlock,59,1,org.tinylog:slf4j-tinylog,2.6.2,2.7.0,minor,1,0,no_resolve
Swofty-Developments/HypixelSkyBlock,60,1,org.tinylog:tinylog-api,2.6.2,2.7.0,minor,0,,
Swofty-Developments/HypixelSkyBlock,56,1,org.tinylog:tinylog-impl,2.6.2,2.7.0,minor,1,0,no_resolve
jhipster/jhipster-lite,9640,1,org.webjars.npm:alpinejs,3.13.8,3.13.10,patch,1,0,no_maven
jhipster/jhipster-lite,9574,1,org.webjars.npm:alpinejs,3.13.5,3.13.8,patch,1,0,no_maven
jhipster/jhipster-lite,8754,1,org.webjars.npm:alpinejs,3.13.4,3.13.5,patch,1,0,no_maven
jhipster/jhipster-lite,8717,1,org.webjars.npm:alpinejs,3.13.3,3.13.4,patch,1,0,no_maven
