ga,version,repository,tag_name,tag_commit,err
org.junit.jupiter:junit-jupiter,5.9.3,junit-team/junit5,r5.9.3,bd7d03f517dfca3730fbd123c5fd4d4b70930129,
org.junit.jupiter:junit-jupiter-api,5.10.0,junit-team/junit5,r5.10.0,7f619ca7ac9ecd1b20cc01c44a4df98f5fb67804,
org.junit.jupiter:junit-jupiter-api,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter-api,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.jupiter:junit-jupiter-engine,5.10.0,junit-team/junit5,r5.10.0,7f619ca7ac9ecd1b20cc01c44a4df98f5fb67804,
org.junit.jupiter:junit-jupiter-engine,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter-engine,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.jupiter:junit-jupiter-params,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter-params,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.platform:junit-platform-commons,1.10.1,junit-team/junit5,,,NO_TAG
org.junit.platform:junit-platform-commons,1.10.2,junit-team/junit5,,,NO_TAG
org.junit:junit-bom,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit:junit-bom,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.20,liquibase/liquibase-sdk-maven-plugin,v0.10.20,aa41504963485e0eb492bc2a2e5cc36b9e770640,
org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.22,liquibase/liquibase-sdk-maven-plugin,v0.10.22,d4c7d9af605271440a15646774e0c1d8805fa058,
org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.23,liquibase/liquibase-sdk-maven-plugin,v0.10.23,db40d53a195bff71fe17891e2c2a5fe70ae20bb2,
org.mockito:mockito-core,5.10.0,mockito/mockito,v5.10.0,7e1bae890361b94ac9e9fee04b4914df854b1b78,
org.mockito:mockito-core,5.11.0,mockito/mockito,v5.11.0,ea6ff8c9b7cacb67500cce30fa915de9f7b8ec0e,
org.mockito:mockito-core,5.4.0,mockito/mockito,v5.4.0,91f18ea1648e389bea06289d818def7978e82288,
org.mockito:mockito-core,5.5.0,mockito/mockito,v5.5.0,741fe8102eba820dcabc66f57ce9f5bb82694120,
org.mockito:mockito-core,5.6.0,mockito/mockito,v5.6.0,6f4eb023ac76f2d59020f59a5a8e8c602a094235,
org.mockito:mockito-core,5.7.0,mockito/mockito,v5.7.0,5c4e72c14959c893269aa980b527da2ebc6d9c61,
org.mockito:mockito-core,5.8.0,mockito/mockito,v5.8.0,aecf6b5399451690f42d5db1a0c50796d4c5c67e,
org.mockito:mockito-core,5.9.0,mockito/mockito,v5.9.0,e4fa6391b7ba988a4f7ea6df2cce42b8ab64c926,
org.mockito:mockito-junit-jupiter,5.10.0,mockito/mockito,v5.10.0,7e1bae890361b94ac9e9fee04b4914df854b1b78,
org.mockito:mockito-junit-jupiter,5.11.0,mockito/mockito,v5.11.0,ea6ff8c9b7cacb67500cce30fa915de9f7b8ec0e,
org.mockito:mockito-junit-jupiter,5.2.0,mockito/mockito,v5.2.0,74c811a60a5bf6b9ecb10d79ea95dba860b5cbf8,
org.mockito:mockito-junit-jupiter,5.7.0,mockito/mockito,v5.7.0,5c4e72c14959c893269aa980b527da2ebc6d9c61,
org.mockito:mockito-junit-jupiter,5.8.0,mockito/mockito,v5.8.0,aecf6b5399451690f42d5db1a0c50796d4c5c67e,
org.mockito:mockito-junit-jupiter,5.9.0,mockito/mockito,v5.9.0,e4fa6391b7ba988a4f7ea6df2cce42b8ab64c926,
org.moditect:moditect-maven-plugin,1.0.0.Final,,,,NO_GITHUB
org.moditect:moditect-maven-plugin,1.1.0,,,,NO_GITHUB
org.moditect:moditect-maven-plugin,1.2.0.Final,,,,NO_GITHUB
org.moditect:moditect-maven-plugin,1.2.1.Final,,,,NO_GITHUB
org.mongodb:bson,4.10.2,mongodb/mongo-java-driver,r4.10.2,2bad9c5ce537b798fa776882913255d6be1f5121,
org.mongodb:bson,4.11.0,mongodb/mongo-java-driver,r4.11.0,3f6e9b0f791049d2c25e697e8919be14b88584ef,
org.mongodb:bson,4.11.1,mongodb/mongo-java-driver,r4.11.1,f7715c1c80ac32f133695208081fbe7ea9ff79a2,
org.mongodb:bson,5.0.0,mongodb/mongo-java-driver,r5.0.0,6b1388b7acb7b32bf37c16d9fd04fda0ff7e7650,
org.mongodb:bson,5.0.1,mongodb/mongo-java-driver,r5.0.1,e605774966caab3670670fae7f9f065f1bd94432,
org.mongodb:bson,5.1.0,mongodb/mongo-java-driver,r5.1.0,662a121ed4eb927dd2ce7e2b2a67a481c981dada,
org.mongodb:mongo-java-driver,3.12.14,mongodb/mongo-java-driver,r3.12.14,9118eb8a8d6688001c9822ed5509e2e3000a2579,
org.mongodb:mongo-java-driver,3.12.8,mongodb/mongo-java-driver,r3.12.8,eb2ae257ff71514c839e3a0c9d23fda61da133de,
org.msgpack:jackson-dataformat-msgpack,0.9.4,msgpack/msgpack-java,v0.9.4,60f5aa62ea3e22b1c7964b0221c26e601d956537,
org.msgpack:jackson-dataformat-msgpack,0.9.5,msgpack/msgpack-java,v0.9.5,3085cc16dabbd13bedcb7d8820af255b606c1470,
org.msgpack:jackson-dataformat-msgpack,0.9.6,msgpack/msgpack-java,v0.9.6,3929eb362df2b55e70bd23548bfaa34f2774d18b,
org.msgpack:jackson-dataformat-msgpack,0.9.8,msgpack/msgpack-java,v0.9.8,480fd736bac5b02657c566af2d32a0674c64d370,
org.mvnpm.at.mvnpm:vaadin-webcomponents,24.2.1,vaadin/web-components,v24.2.1,2272e10119a59a95901b160f96cbbcae523aea1a,
org.mvnpm.at.mvnpm:vaadin-webcomponents,24.2.3,vaadin/web-components,v24.2.3,72e557e765e72559e9c6a525e257d185ad186dc5,
org.mvnpm.at.mvnpm:vaadin-webcomponents,24.3.10,vaadin/web-components,v24.3.10,32a4f327e78490074eaefa768f58857b83ca6278,
org.mvnpm.at.mvnpm:vaadin-webcomponents,24.3.11,vaadin/web-components,v24.3.11,890abeb0937416074456782aa90ed92c1bfe9cac,
org.mvnpm.at.mvnpm:vaadin-webcomponents,24.3.12,vaadin/web-components,v24.3.12,280d0a3d666df88b3ccaf7496e5561f45dbbbd61,
org.mvnpm:es-module-shims,1.8.0,guybedford/es-module-shims,1.8.0,525c627cd3fad4dddb716c27604c7eb81d3d00ec,
org.mvnpm:es-module-shims,1.8.2,guybedford/es-module-shims,1.8.2,a6fb8d50336911e0cc02d85905d999e604abbbf3,
org.neo4j.client:neo4j-browser,5.12.0,neo4j/neo4j,5.12.0,9bc54459577a280cfdd6d0d167739132badb9212,
org.neo4j.client:neo4j-browser,5.15.0,neo4j/neo4j,5.15.0,d6e0ae2d3a8286646445083917fb01a18f1bca9f,
org.neo4j:neo4j-native,5.13.0,neo4j/neo4j,5.13.0,60f235e37443d4820c5c5c2a251a4096cf18a430,
org.neo4j:neo4j-native,5.15.0,neo4j/neo4j,5.15.0,d6e0ae2d3a8286646445083917fb01a18f1bca9f,
org.neo4j:neo4j-ogm-bolt-driver,4.0.8,neo4j/neo4j-ogm,v4.0.8,6b1c87d8369b040e3bb44d023c1709c1cbf02994,
org.neo4j:neo4j-ogm-bolt-driver,4.0.9,neo4j/neo4j-ogm,v4.0.9,a96622ca8fd8e2e4b253efee38dab9264dcdd699,
org.neo4j:neo4j-ogm-core,4.0.8,neo4j/neo4j-ogm,v4.0.8,6b1c87d8369b040e3bb44d023c1709c1cbf02994,
org.neo4j:neo4j-ogm-core,4.0.9,neo4j/neo4j-ogm,v4.0.9,a96622ca8fd8e2e4b253efee38dab9264dcdd699,
org.openjdk.jmh:jmh-generator-annprocess,1.36,openjdk/jmh,1.36,f2f11b30667906438e3100e79af497f55d615398,
org.openjdk.jmh:jmh-generator-annprocess,1.37,openjdk/jmh,1.37,2effa2c8310e1d3ad03c8ee02024edca9252b46a,
org.openjfx:javafx-controls,19.0.2.1,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-controls,21.0.1,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-fxml,17.0.10,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-fxml,20.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-fxml,21,openjdk/jfx,jdk-10+21,8b24ee504c037bdfcb566c3875ce960a4a46a0f6,
org.openjfx:javafx-fxml,21.0.1,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-fxml,21.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-fxml,21.0.3,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-media,20.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-media,21,openjdk/jfx,jdk-10+21,8b24ee504c037bdfcb566c3875ce960a4a46a0f6,
org.openjfx:javafx-media,21.0.1,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-media,21.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-swing,20.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-swing,21,openjdk/jfx,jdk-10+21,8b24ee504c037bdfcb566c3875ce960a4a46a0f6,
org.openjfx:javafx-swing,21.0.1,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-swing,21.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-web,20.0.2,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-web,21,openjdk/jfx,jdk-10+21,8b24ee504c037bdfcb566c3875ce960a4a46a0f6,
org.openjfx:javafx-web,21.0.1,openjdk/jfx,,,NO_TAG
org.openjfx:javafx-web,21.0.2,openjdk/jfx,,,NO_TAG
org.orbisgis:h2gis,2.2.0,,,,NO_GITHUB
org.orbisgis:h2gis,2.2.1,,,,NO_GITHUB
org.ow2.asm:asm,9.5,,,,NO_GITHUB
org.ow2.asm:asm,9.6,,,,NO_GITHUB
org.ow2.asm:asm,9.7,,,,NO_GITHUB
org.ow2.asm:asm-bom,9.6,,,,NO_GITHUB
org.ow2.asm:asm-bom,9.7,,,,NO_GITHUB
org.ow2.asm:asm-commons,9.2,,,,NO_GITHUB
org.ow2.asm:asm-commons,9.6,,,,NO_GITHUB
org.postgresql:postgresql,42.3.4,pgjdbc/pgjdbc,REL42.3.4,b4a9346c1b0089c04eb448224ab8fbfcae586450,
org.postgresql:postgresql,42.3.8,pgjdbc/pgjdbc,REL42.3.8,e73c6b6b53ff11bc0bd06c44130a880d3bf77c55,
org.postgresql:postgresql,42.3.9,pgjdbc/pgjdbc,REL42.3.9,d93c74127f5aebda2baa8fcefed4f0b4dfe81d95,
org.postgresql:postgresql,42.6.0,pgjdbc/pgjdbc,REL42.6.0,d6a0cc2babc5e5a4cef0a8eafd1b36198d8e3873,
org.postgresql:postgresql,42.7.0,pgjdbc/pgjdbc,REL42.7.0,1566eed0caeb26108f9df1d28255538767b7676f,
org.postgresql:postgresql,42.7.1,pgjdbc/pgjdbc,REL42.7.1,27bbccfeb73eec105057e53ae6068faf0e6f40b2,
org.postgresql:postgresql,42.7.2,pgjdbc/pgjdbc,REL42.7.2,06abfb78a627277a580d4df825f210e96a4e14ee,
org.postgresql:postgresql,42.7.3,pgjdbc/pgjdbc,REL42.7.3,818953a2b30480ecc874f812e46fcb82d1a395fd,
org.postgresql:r2dbc-postgresql,1.0.4.RELEASE,pgjdbc/r2dbc-postgresql,v1.0.4.RELEASE,c5a53a2a8c7d9504fdfa3e337a45583c1e877f91,
org.postgresql:r2dbc-postgresql,1.0.5.RELEASE,pgjdbc/r2dbc-postgresql,v1.0.5.RELEASE,b33c8d7fc3bbd2de60cb2beeeabc0e1add11911c,
org.primefaces:primefaces,13.0.2,primefaces/primefaces,13.0.2,88fe43e11cc6dd3b2f13aab6e447e5cbb6466c75,
org.primefaces:primefaces,13.0.3,primefaces/primefaces,13.0.3,005716d985aee98ebd42ba39d2a4c1f5f22b3836,
org.primefaces:primefaces,13.0.4,primefaces/primefaces,13.0.4,b6e11d32c73d61bc3347c9f774c1554159d99e48,
org.primefaces:primefaces,13.0.5,primefaces/primefaces,13.0.5,606c92915ad6ae038512ecc2f6c530cc37615ced,
org.projectlombok:lombok,1.18.24,projectlombok/lombok,v1.18.24,ba0f12846d0d3b192db32e781d5d2555be837eee,
org.projectlombok:lombok,1.18.26,projectlombok/lombok,v1.18.26,566dfe73ca11ed60e1a5b545872cefc4f0c8f976,
org.projectlombok:lombok,1.18.28,projectlombok/lombok,v1.18.28,57a886bb658de455da641635c586b20ed85c9a79,
org.projectlombok:lombok,1.18.30,projectlombok/lombok,v1.18.30,b118bea124bc5aef59cb0c5cac4a086e1e3d98f2,
org.redisson:redisson,3.26.0,,,,NO_GITHUB
org.redisson:redisson,3.26.1,,,,NO_GITHUB
org.slf4j:slf4j-api,2.0.10,,,,NO_GITHUB
org.slf4j:slf4j-api,2.0.11,,,,NO_GITHUB
org.slf4j:slf4j-api,2.0.12,,,,NO_GITHUB
org.slf4j:slf4j-api,2.0.13,,,,NO_GITHUB
org.slf4j:slf4j-api,2.0.7,qos-ch/slf4j,v_2.0.7,d6a21ae68f8a996bc24526f82ec46907e6688bc0,
org.slf4j:slf4j-api,2.0.9,,,,NO_GITHUB
org.slf4j:slf4j-reload4j,2.0.12,,,,NO_GITHUB
org.slf4j:slf4j-reload4j,2.0.13,,,,NO_GITHUB
org.slf4j:slf4j-reload4j,2.0.7,qos-ch/slf4j,v_2.0.7,d6a21ae68f8a996bc24526f82ec46907e6688bc0,
org.slf4j:slf4j-reload4j,2.0.9,,,,NO_GITHUB
org.slf4j:slf4j-simple,2.0.11,,,,NO_GITHUB
org.slf4j:slf4j-simple,2.0.12,,,,NO_GITHUB
org.slf4j:slf4j-simple,2.0.13,,,,NO_GITHUB
org.slf4j:slf4j-simple,2.0.9,,,,NO_GITHUB
org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,SonarSource/sonar-scanner-maven,3.10.0.2594,07989cede167bdc71b454a3adbaaacc7173f703f,
org.sonarsource.scanner.maven:sonar-maven-plugin,3.9.1.2184,SonarSource/sonar-scanner-maven,3.9.1.2184,ee787a4903b6e273f4e2dcb076691a5824358536,
org.sonatype.central:central-publishing-maven-plugin,0.2.0,,,,NO_GITHUB
org.sonatype.central:central-publishing-maven-plugin,0.3.0,,,,NO_GITHUB
org.sonatype.central:central-publishing-maven-plugin,0.3.1,,,,NO_GITHUB
org.sonatype.central:central-publishing-maven-plugin,0.4.0,,,,NO_GITHUB
org.sonatype.plugins:nexus-staging-maven-plugin,1.6.13,,,,NO_GITHUB
org.sonatype.plugins:nexus-staging-maven-plugin,1.6.7,,,,NO_GITHUB
org.sonatype.plugins:nexus-staging-maven-plugin,1.6.8,,,,NO_GITHUB
org.springdoc:springdoc-openapi-javadoc,1.7.0,springdoc/springdoc-openapi,v1.7.0,843bf1d7c831b2a218042d82cf4e03ac6b6ab124,
org.springdoc:springdoc-openapi-javadoc,1.8.0,springdoc/springdoc-openapi,v1.8.0,1a90a37a0450a0501bbd09b8785c49fa27cdd325,
org.springdoc:springdoc-openapi-starter-webmvc-ui,2.3.0,springdoc/springdoc-openapi,v2.3.0,492d542a8a74541a79348c7e1e1e788f41411b34,
org.springdoc:springdoc-openapi-starter-webmvc-ui,2.4.0,springdoc/springdoc-openapi,v2.4.0,47d66657fb7e12fde5b05d8324739bf5caab898b,
org.springdoc:springdoc-openapi-ui,1.7.0,springdoc/springdoc-openapi,v1.7.0,843bf1d7c831b2a218042d82cf4e03ac6b6ab124,
org.springdoc:springdoc-openapi-ui,1.8.0,springdoc/springdoc-openapi,v1.8.0,1a90a37a0450a0501bbd09b8785c49fa27cdd325,
org.springframework.boot:spring-boot,3.2.1,spring-projects/spring-boot,v3.2.1,8bb60eef026fc8787b5ac763bcb9c532f3fcb5f9,
org.springframework.boot:spring-boot,3.2.2,spring-projects/spring-boot,v3.2.2,80c1e663ce4caae9ba4d797658c0b8c15bf96374,
org.springframework.boot:spring-boot,3.2.3,spring-projects/spring-boot,v3.2.3,c24afefb4d46e78b774c67eda1fd4f822f12bbee,
org.springframework.boot:spring-boot,3.2.4,spring-projects/spring-boot,v3.2.4,f2988d3f25ce03f823df65b769a582b54f578395,
org.springframework.boot:spring-boot,3.2.5,spring-projects/spring-boot,v3.2.5,b3a160db7d0e382a166204cfa3cbf548e9cd8ea7,
org.springframework.boot:spring-boot-starter-parent,3.1.5,spring-projects/spring-boot,v3.1.5,b2663ab76ae151f51c411ebc6ba8a3904517a5bf,
org.springframework.boot:spring-boot-starter-parent,3.2.0,spring-projects/spring-boot,v3.2.0,f08a69e610faa92de2300853db71b428accd4dfa,
org.springframework.boot:spring-boot-starter-parent,3.2.1,spring-projects/spring-boot,v3.2.1,8bb60eef026fc8787b5ac763bcb9c532f3fcb5f9,
org.springframework.boot:spring-boot-starter-parent,3.2.2,spring-projects/spring-boot,v3.2.2,80c1e663ce4caae9ba4d797658c0b8c15bf96374,
org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.0.3,spring-cloud/spring-cloud-netflix,v4.0.3,0ebaa0fc2b459958fd648dbc127d6acde16e0197,
org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.1.0,spring-cloud/spring-cloud-netflix,v4.1.0,674d19cc795c5b48d31b78cc1127c3af4efe364c,
org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.1.1,spring-cloud/spring-cloud-netflix,v4.1.1,c7885631edea653765f9cc0b3e55a6e39bfdfaa6,
org.springframework.kafka:spring-kafka,3.0.10,spring-projects/spring-kafka,v3.0.10,5f2a8cbcd4c691ddd89e397b33329609409543b1,
org.springframework.kafka:spring-kafka,3.0.4,spring-projects/spring-kafka,v3.0.4,6df4e12c8b4f22c5d34f6db4cd15b54730c5ec88,
org.testcontainers:junit-jupiter,1.18.3,testcontainers/testcontainers-java,1.18.3,b0902a95e7451e27e13815c48fe65314351d40e2,
org.testcontainers:junit-jupiter,1.19.0,testcontainers/testcontainers-java,1.19.0,15dcb62b68efa9a2db4fd98e841b3739bc7dea09,
org.testcontainers:junit-jupiter,1.19.1,testcontainers/testcontainers-java,1.19.1,dd1427ebd30bbaba7f32184f1376b7c21e725ab5,
org.testcontainers:junit-jupiter,1.19.2,testcontainers/testcontainers-java,1.19.2,6d330559933ee409db940ed11844d1b766360f8a,
org.testcontainers:junit-jupiter,1.19.3,testcontainers/testcontainers-java,1.19.3,832d9437fac7c92be635390714cb3cc40a6a3ca7,
org.testcontainers:junit-jupiter,1.19.4,testcontainers/testcontainers-java,1.19.4,dc0e3da2a76471e4e02ce7ba0a92b76acd423cbc,
org.testcontainers:junit-jupiter,1.19.5,testcontainers/testcontainers-java,1.19.5,c210afb0b0944d1a96b7a760f93d6601a9058173,
org.testcontainers:junit-jupiter,1.19.6,testcontainers/testcontainers-java,1.19.6,0fd331a12bd14de7186ad8af062e4c5e7d265a24,
org.testcontainers:junit-jupiter,1.19.7,testcontainers/testcontainers-java,1.19.7,4b5b34a8ec1af9eee3a6a4f5e53fc4eda8e4bb62,
org.testcontainers:k3s,1.19.3,testcontainers/testcontainers-java,1.19.3,832d9437fac7c92be635390714cb3cc40a6a3ca7,
org.testcontainers:k3s,1.19.4,testcontainers/testcontainers-java,1.19.4,dc0e3da2a76471e4e02ce7ba0a92b76acd423cbc,
org.testcontainers:k3s,1.19.5,testcontainers/testcontainers-java,1.19.5,c210afb0b0944d1a96b7a760f93d6601a9058173,
org.testcontainers:k3s,1.19.6,testcontainers/testcontainers-java,1.19.6,0fd331a12bd14de7186ad8af062e4c5e7d265a24,
org.testcontainers:k3s,1.19.7,testcontainers/testcontainers-java,1.19.7,4b5b34a8ec1af9eee3a6a4f5e53fc4eda8e4bb62,
org.testcontainers:testcontainers,1.19.2,testcontainers/testcontainers-java,1.19.2,6d330559933ee409db940ed11844d1b766360f8a,
org.testcontainers:testcontainers,1.19.3,testcontainers/testcontainers-java,1.19.3,832d9437fac7c92be635390714cb3cc40a6a3ca7,
org.testcontainers:testcontainers,1.19.4,testcontainers/testcontainers-java,1.19.4,dc0e3da2a76471e4e02ce7ba0a92b76acd423cbc,
org.testcontainers:testcontainers,1.19.5,testcontainers/testcontainers-java,1.19.5,c210afb0b0944d1a96b7a760f93d6601a9058173,
org.testcontainers:testcontainers,1.19.6,testcontainers/testcontainers-java,1.19.6,0fd331a12bd14de7186ad8af062e4c5e7d265a24,
org.testcontainers:testcontainers,1.19.7,testcontainers/testcontainers-java,1.19.7,4b5b34a8ec1af9eee3a6a4f5e53fc4eda8e4bb62,
org.testng:testng,7.10.1,testng-team/testng,7.10.1,5eac7fab73c0387f30ca8672208fdb06706d0ee8,
org.testng:testng,7.10.2,testng-team/testng,7.10.2,9665805ac267d8016fdcededd855d4b5fa1e588d,
org.tinylog:slf4j-tinylog,2.6.2,tinylog-org/tinylog,2.6.2,c2ccaa40e822692a47e4c49238eb776510cd257a,
org.tinylog:slf4j-tinylog,2.7.0,tinylog-org/tinylog,2.7.0,3f06443af03dbb8ca94bd09bbfb2cb32486bee4b,
org.tinylog:tinylog-impl,2.6.2,tinylog-org/tinylog,2.6.2,c2ccaa40e822692a47e4c49238eb776510cd257a,
org.tinylog:tinylog-impl,2.7.0,tinylog-org/tinylog,2.7.0,3f06443af03dbb8ca94bd09bbfb2cb32486bee4b,
org.webjars.npm:alpinejs,3.13.10,alpinejs/alpine,v3.13.10,851dc0ed2e15f34a7de6546ad71b581610adec58,
org.webjars.npm:alpinejs,3.13.3,alpinejs/alpine,v3.13.3,eed29f01b6b1e07639dded6641294e53b14240fb,
org.webjars.npm:alpinejs,3.13.4,alpinejs/alpine,v3.13.4,6918d965893650b0a47d109773d245ca1dadf15b,
org.webjars.npm:alpinejs,3.13.5,alpinejs/alpine,v3.13.5,973cfe95517f1450a6eb94f8f0b17307192edd56,
org.webjars.npm:alpinejs,3.13.8,alpinejs/alpine,v3.13.8,85ff820f4595e7332553ebbada505506338506aa,
org.webjars.npm:bootstrap,5.3.2,twbs/bootstrap,v5.3.2,344e912d04b5b6a04482113eff20ab416ff01048,
org.webjars.npm:bootstrap,5.3.3,twbs/bootstrap,v5.3.3,6e1f75f420f68e1d52733b8e407fc7c3766c9dba,
org.webjars.npm:htmx.org,1.9.10,bigskysoftware/htmx,v1.9.10,51baa6bb31f0e6cc59b797b86f3f721e75ac7796,
org.webjars.npm:htmx.org,1.9.11,bigskysoftware/htmx,v1.9.11,9b1e9bc336ffd40ee62dd2af8b21c6894e4b45f2,
org.webjars.npm:htmx.org,1.9.12,bigskysoftware/htmx,v1.9.12,f38e07d4be8145a39e2bb477ec9fcc56bdd2d16d,
org.webjars.npm:htmx.org,1.9.9,bigskysoftware/htmx,v1.9.9,db5167ebebd6a10cea479d577d9c31d67177ec7f,
org.webjars:webjars-locator,0.50,webjars/webjars-locator,webjars-locator-0.50,61ac4ae68f38204793942c0dc6a5b0aa56e6f243,
org.webjars:webjars-locator,0.51,webjars/webjars-locator,webjars-locator-0.51,1847d6b4a4629bf4d15afd2459ef29b21a6fd546,
org.webjars:webjars-locator,0.52,webjars/webjars-locator,webjars-locator-0.52,5e6d09c2108b60079d876d4ec8ff82fe6887bfb6,
org.wildfly.plugins:wildfly-maven-plugin,4.2.0.Final,,,,NO_GITHUB
org.wildfly.plugins:wildfly-maven-plugin,4.2.1.Final,,,,NO_GITHUB
org.wildfly.plugins:wildfly-maven-plugin,4.2.2.Final,,,,NO_GITHUB
org.xerial:sqlite-jdbc,3.43.2.2,xerial/sqlite-jdbc,3.43.2.2,9e1571b7627f2978cbd46eabf4f0cb37b75adcba,
org.xerial:sqlite-jdbc,3.44.0.0,xerial/sqlite-jdbc,3.44.0.0,42ec75ca54583b34b9f8ced3fc4a0cc1339d6439,
org.xerial:sqlite-jdbc,3.44.1.0,xerial/sqlite-jdbc,3.44.1.0,e6bdb3c37bae98c44518fe8abceb548a9d6a91d3,
org.xerial:sqlite-jdbc,3.45.0.0,xerial/sqlite-jdbc,3.45.0.0,9f2e48a16a1773f5258434023531fe35cfce2d2c,
org.xerial:sqlite-jdbc,3.45.1.0,xerial/sqlite-jdbc,3.45.1.0,5ac6b0d4bf42244f1d48b39af74e87ce7621cac6,
org.xerial:sqlite-jdbc,3.45.2.0,xerial/sqlite-jdbc,3.45.2.0,89d5e05c8084f1fc338357054f74ca41b463b424,
org.xerial:sqlite-jdbc,3.45.3.0,xerial/sqlite-jdbc,3.45.3.0,c3420569d976c14b244bd70fd2e74968b7ebb0bb,
org.yaml:snakeyaml,2.1,,,,NO_GITHUB
org.yaml:snakeyaml,2.2,,,,NO_GITHUB
se.bjurr.gitchangelog:git-changelog-maven-plugin,1.100.6,tomasbjerre/git-changelog-maven-plugin,git-changelog-maven-plugin-1.100.6,971110513d09ed3150fe1701f0cb41a2940b0b78,
se.bjurr.gitchangelog:git-changelog-maven-plugin,1.97.0,tomasbjerre/git-changelog-maven-plugin,git-changelog-maven-plugin-1.97.0,1a297ce784e7c946d95eaf904814cb1b1c7f3172,
se.bjurr.gitchangelog:git-changelog-maven-plugin,1.97.1,tomasbjerre/git-changelog-maven-plugin,git-changelog-maven-plugin-1.97.1,907433be33918b25b4a0e64cd3a8efda6ed9e76b,
tech.jhipster.lite:jhlite,1.0.0,jhipster/jhipster-lite,v1.0.0,1b66bf2b91158bdde85efca6220b1bc63914da1a,
tech.jhipster.lite:jhlite,1.1.0,jhipster/jhipster-lite,v1.1.0,c9b08123a5523370a5af748183349854e7b01a64,
