ga,version,groundtruth_repo,groundtruth_tag,repo,tag,commit,exact_match,has_tests,has_tests_jar,err
com.spotify:github-client,0.1.51,spotify/github-java-client,v0.1.51,,,,,,,
com.spotify:github-client,0.2.10,spotify/github-java-client,v0.2.10,,,,,,,
com.spotify:github-client,0.1.48,spotify/github-java-client,v0.1.48,,,,,,,
com.spotify:github-client,0.2.9,spotify/github-java-client,v0.2.9,,,,,,,
com.spotify:github-client,0.1.56,spotify/github-java-client,v0.1.56,,,,,,,
com.spotify:github-client,0.2.3,spotify/github-java-client,v0.2.3,,,,,,,
com.spotify:github-client,0.1.50,spotify/github-java-client,v0.1.50,,,,,,,
com.spotify:github-client,0.2.5,spotify/github-java-client,v0.2.5,,,,,,,
com.spotify:github-client,0.2.11,spotify/github-java-client,v0.2.11,,,,,,,
com.spotify:github-client,0.1.49,spotify/github-java-client,v0.1.49,,,,,,,
com.spotify:github-client,0.2.8,spotify/github-java-client,v0.2.8,,,,,,,
com.spotify.fmt:fmt-maven-plugin,2.21.1,spotify/fmt-maven-plugin,2.21.1,,,,,,,
com.spotify.fmt:fmt-maven-plugin,2.21,spotify/fmt-maven-plugin,2.21,,,,,,,
com.spotify.fmt:fmt-maven-plugin,2.22.1,spotify/fmt-maven-plugin,2.22.1,,,,,,,
com.spotify.fmt:fmt-maven-plugin,2.20,spotify/fmt-maven-plugin,fmt-maven-plugin-2.20,,,,,,,
com.spotify.fmt:fmt-maven-plugin,2.22,spotify/fmt-maven-plugin,2.22.0,,,,,,,
com.vladsch.flexmark:flexmark-java,0.64.6,vsch/flexmark-java,0.64.6,,,,,,,
com.vladsch.flexmark:flexmark-java,0.64.2,vsch/flexmark-java,0.64.2,,,,,,,
com.vladsch.flexmark:flexmark-java,0.64.4,vsch/flexmark-java,0.64.4,,,,,,,
com.vladsch.flexmark:flexmark-java,0.64.8,vsch/flexmark-java,cc3a2f59ba6e532833f4805f8134b4dc966ff837,,,,,,,
com.corgibytes:mrm,1.4.2,corgibytes/mrm,mrm-1.4.2,,,,,,,
com.corgibytes:versions-maven-plugin,2.11.1,corgibytes/versions-maven-plugin,versions-maven-plugin-2.11.1,,,,,,,
com.adobe.acs:acs-aem-commons,5.5.0,Adobe-Consulting-Services/acs-aem-commons,acs-aem-commons-5.5.0,,,,,,,
com.adobe.acs:acs-aem-commons,6.0.14,Adobe-Consulting-Services/acs-aem-commons,acs-aem-commons-6.0.14,,,,,,,
com.adobe.acs:acs-aem-commons,5.2.0,Adobe-Consulting-Services/acs-aem-commons,acs-aem-commons-5.2.0,,,,,,,
com.github.psi-probe:psi-probe,3.5.8,psi-probe/psi-probe,psi-probe-3.5.8,,,,,,,
com.github.psi-probe:psi-probe,3.7.1,psi-probe/psi-probe,psi-probe-3.7.1,,,,,,,
com.github.psi-probe:psi-probe,3.5.9,psi-probe/psi-probe,psi-probe-3.5.9,,,,,,,
com.github.psi-probe:psi-probe,4.1.0,psi-probe/psi-probe,psi-probe-4.1.0,,,,,,,
com.github.psi-probe:psi-probe,3.7.2,psi-probe/psi-probe,psi-probe-3.7.2,,,,,,,
com.github.psi-probe:psi-probe,3.6.0,psi-probe/psi-probe,psi-probe-3.6.0,,,,,,,
com.github.psi-probe:psi-probe,3.7.3,psi-probe/psi-probe,psi-probe-3.7.3,,,,,,,
com.github.psi-probe:psi-probe,4.0.0,psi-probe/psi-probe,psi-probe-4.0.0,,,,,,,
com.github.hazendaz.maven:makeself-maven-plugin,1.6.1,hazendaz/makeself-maven-plugin,makeself-maven-plugin-1.6.1,,,,,,,
com.github.hazendaz.maven:directory-maven-plugin,1.1.1,hazendaz/directory-maven-plugin,directory-maven-plugin-1.1.1,,,,,,,
com.github.hazendaz.maven:directory-maven-plugin,1.1.0,hazendaz/directory-maven-plugin,directory-maven-plugin-1.1.0,,,,,,,
com.github.hazendaz.maven:coveralls-maven-plugin,4.5.0-M3,hazendaz/coveralls-maven-plugin,coveralls-maven-plugin-4.5.0-M3,,,,,,,
com.github.hazendaz.maven:coveralls-maven-plugin,4.5.0-M2,hazendaz/coveralls-maven-plugin,coveralls-maven-plugin-4.5.0-M2,,,,,,,
com.github.hazendaz.maven:coveralls-maven-plugin,4.5.0-M1,hazendaz/coveralls-maven-plugin,coveralls-maven-plugin-4.5.0-M1,,,,,,,
com.github.hazendaz.maven:whitespace-maven-plugin,1.3.1,hazendaz/whitespace-maven-plugin,whitespace-maven-plugin-1.3.1,,,,,,,
com.github.hazendaz.maven:whitespace-maven-plugin,1.3.0,hazendaz/whitespace-maven-plugin,whitespace-maven-plugin-1.3.0,,,,,,,
com.github.hazendaz.maven:whitespace-maven-plugin,1.2.0,hazendaz/whitespace-maven-plugin,whitespace-maven-plugin-1.2.0,,,,,,,
com.github.hazendaz.maven:htmlcompressor-maven-plugin,2.0.0,hazendaz/htmlcompressor-maven-plugin,htmlcompressor-maven-plugin-2.0.0,,,,,,,
com.github.hazendaz.maven:htmlcompressor-maven-plugin,1.9.2.1,hazendaz/htmlcompressor-maven-plugin,htmlcompressor-maven-plugin-1.9.2.1,,,,,,,
com.github.hazendaz.maven:htmlcompressor-maven-plugin,1.9.1.1,hazendaz/htmlcompressor-maven-plugin,htmlcompressor-maven-plugin-1.9.1.1,,,,,,,
com.github.hazendaz.maven:htmlcompressor-maven-plugin,1.9.1,hazendaz/htmlcompressor-maven-plugin,htmlcompressor-maven-plugin-1.9.1,,,,,,,
com.github.hazendaz.maven:htmlcompressor-maven-plugin,1.8.0,hazendaz/htmlcompressor-maven-plugin,htmlcompressor-maven-plugin-1.8.0,,,,,,,
com.github.hazendaz.maven:htmlcompressor-maven-plugin,1.9.2,hazendaz/htmlcompressor-maven-plugin,htmlcompressor-maven-plugin-1.9.2,,,,,,,
com.github.hazendaz.maven:yuicompressor-maven-plugin,2.0.0,hazendaz/yuicompressor-maven-plugin,yuicompressor-maven-plugin-2.0.0,,,,,,,
com.github.hazendaz.7zip:7zip,23.00,hazendaz/7-zip,7zip-23.00,,,,,,,
com.github.hazendaz:javabean-tester,2.5.0,hazendaz/javabean-tester,javabean-tester-2.5.0,,,,,,,
com.github.hazendaz:javabean-tester,2.6.1,hazendaz/javabean-tester,javabean-tester-2.6.1,,,,,,,
com.github.hazendaz:javabean-tester,2.5.1,hazendaz/javabean-tester,javabean-tester-2.5.1,,,,,,,
com.github.hazendaz:javabean-tester,2.6.0,hazendaz/javabean-tester,javabean-tester-2.6.0,,,,,,,
com.github.hazendaz:javabean-tester,2.5.2,hazendaz/javabean-tester,javabean-tester-2.5.2,,,,,,,
com.github.hazendaz:javabean-tester,2.5.3,hazendaz/javabean-tester,javabean-tester-2.5.3,,,,,,,
com.github.hazendaz:javabean-tester,2.5.0-M3,hazendaz/javabean-tester,javabean-tester-2.5.0-M3,,,,,,,
com.github.hazendaz:javabean-tester,2.6.2,hazendaz/javabean-tester,javabean-tester-2.6.2,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.2.2,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.2.2,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.6,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.6,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.8.2.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.8.2.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.0.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.0.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.8.1.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.8.1.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.1,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.1,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.2.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.2.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.4,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.4,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.8.3.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.8.3.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.2,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.2,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.1.1,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.1.1,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.2.1,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.2.1,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.5,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.5,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.8.0.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.8.0.0,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.3.3,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.3.3,,,,,,,
com.github.spotbugs:spotbugs-maven-plugin,4.7.1.0,spotbugs/spotbugs-maven-plugin,spotbugs-maven-plugin-4.7.1.0,,,,,,,
com.github.marschall:jakarta-jms-adapter,1.2.0,marschall/jakarta-jms-adapter,1.2.0,,,,,,,
com.github.marschall:jakarta-jms-adapter,1.1.0,marschall/jakarta-jms-adapter,1.1.0,,,,,,,
com.github.marschall:jakarta-jms-adapter,0.1.0,marschall/jakarta-jms-adapter,0.1.0,,,,,,,
com.github.marschall:jfr-servlet,2.0.0,marschall/jfr-servlet,2.0.0,,,,,,,
com.github.marschall:jfr-servlet,1.0.0,marschall/jfr-servlet,1.0.0,,,,,,,
com.github.veithen.phos:phos,0.4.0,veithen/phos,0.4.0,,,,,,,
com.github.veithen.checkt:checkt,0.1.0,veithen/checkt,0.1.0,,,,,,,
com.github.veithen.maven:hermetic-maven-plugin,0.7.1,veithen/hermetic-maven-plugin,0.7.1,,,,,,,
com.github.veithen.maven:hermetic-maven-plugin,0.7.0,veithen/hermetic-maven-plugin,0.7.0,,,,,,,
com.github.veithen.maven:jacoco-report-maven-plugin,0.4.0,veithen/jacoco-report-maven-plugin,0.4.0,,,,,,,
com.github.veithen.maven:eclipse-settings-maven-plugin,0.3.0,veithen/eclipse-settings-maven-plugin,0.3.0,,,,,,,
com.github.veithen.maven:wsimport-maven-plugin,0.3.0,veithen/wsimport-maven-plugin,0.3.0,,,,,,,
com.github.veithen.maven:p2-maven-connector,0.6.0,veithen/p2-maven-connector,0.6.0,,,,,,,
com.github.veithen.maven:resolver-proxy-maven-plugin,0.5.0,veithen/resolver-proxy-maven-plugin,0.5.0,,,,,,,
com.github.veithen.maven:resolver-proxy-maven-plugin,0.3.0,veithen/resolver-proxy-maven-plugin,0.3.0,,,,,,,
com.github.veithen.maven:resolver-proxy-maven-plugin,0.4.0,veithen/resolver-proxy-maven-plugin,0.4.0,,,,,,,
com.github.veithen.maven:resolver-proxy-maven-plugin,0.4.1,veithen/resolver-proxy-maven-plugin,0.4.1,,,,,,,
com.github.veithen.maven:xjc-maven-plugin,0.2.1,veithen/xjc-maven-plugin,0.2.1,,,,,,,
com.github.veithen.maven:xjc-maven-plugin,0.2.0,veithen/xjc-maven-plugin,0.2.0,,,,,,,
com.github.veithen.maven:java-format-maven-plugin,0.2.0,veithen/java-format-maven-plugin,0.2.0,,,,,,,
com.github.veithen.cosmos:cosmos,0.5.0,veithen/cosmos,0.5.0,,,,,,,
com.github.veithen.daemon:daemon,0.4.0,veithen/daemon,0.4.0,,,,,,,
com.github.veithen.daemon:daemon,0.4.1,veithen/daemon,0.4.1,,,,,,,
com.github.veithen.daemon:daemon,0.5.0,veithen/daemon,0.5.0,,,,,,,
com.github.veithen.daemon:daemon,0.4.2,veithen/daemon,0.4.2,,,,,,,
com.github.veithen.daemon:daemon,0.5.1,veithen/daemon,0.5.1,,,,,,,
com.github.veithen.daemon:daemon,0.6.0,veithen/daemon,0.6.0,,,,,,,
com.github.veithen:parent,47,veithen/parent,47,,,,,,,
com.github.veithen:parent,41,veithen/parent,41,,,,,,,
com.github.veithen:parent,46,veithen/parent,46,,,,,,,
com.github.veithen:parent,37,veithen/parent,37,,,,,,,
com.github.veithen:parent,45,veithen/parent,45,,,,,,,
com.github.veithen:parent,48,veithen/parent,48,,,,,,,
com.github.veithen:parent,43,veithen/parent,43,,,,,,,
com.github.veithen:parent,44,veithen/parent,44,,,,,,,
com.github.veithen:parent,42,veithen/parent,42,,,,,,,
com.github.veithen.alta:alta-maven-plugin,0.8.0,veithen/alta,0.8.0,,,,,,,
com.github.veithen:jrel,0.1.0,veithen/jrel,0.1.0,,,,,,,
com.github.adangel.liquibase.ext:liquibase-percona,2.0.0,liquibase/liquibase-percona,liquibase-percona-2.0.0,,,,,,,
com.github.package-url:packageurl-java,1.5.0,package-url/packageurl-java,packageurl-java-1.5.0,,,,,,,
com.github.package-url:packageurl-java,1.3.1,package-url/packageurl-java,packageurl-java-1.3.1,,,,,,,
com.github.package-url:packageurl-java,1.4.2,package-url/packageurl-java,packageurl-java-1.4.2,,,,,,,
com.github.package-url:packageurl-java,1.4.1,package-url/packageurl-java,packageurl-java-1.4.1,,,,,,,
com.github.package-url:packageurl-java,1.4.0,package-url/packageurl-java,packageurl-java-1.4.0,,,,,,,
com.github.ldapchai:ldapchai,0.8.3,ldapchai/ldapchai,v0.8.3,,,,,,,
com.github.ldapchai:ldapchai,0.8.5,ldapchai/ldapchai,v0.8.5,,,,,,,
com.github.ldapchai:ldapchai,0.8.2,ldapchai/ldapchai,v0.8.2,,,,,,,
com.github.ldapchai:ldapchai,0.8.1,ldapchai/ldapchai,v0.8.1,,,,,,,
com.github.ldapchai:ldapchai,0.7.6,ldapchai/ldapchai,v0.7.6,,,,,,,
com.github.ldapchai:ldapchai,0.8.0,ldapchai/ldapchai,v0.8.0,,,,,,,
com.cognite.units:units-catalog,0.1.3,cognitedata/units-catalog,82de84ceeabf669dd50e067a7c5dfdbb117b4630,,,,,,,
com.innoq:junit5-logging-extension,0.2.0,innoq/junit5-logging-extension,0.2.0,,,,,,,
com.innoq:junit5-logging-extension,0.1.0,innoq/junit5-logging-extension,0.1.0,,,,,,,
com.ongres.stringprep:parent,2.0,,2.0,,,,,,,
com.taobao.arthas:arthas-all,3.4.6,alibaba/arthas,arthas-all-3.4.6,,,,,,,
com.taobao.arthas:arthas-all,3.3.8,alibaba/arthas,arthas-all-3.3.8,,,,,,,
com.taobao.arthas:arthas-all,3.4.0,alibaba/arthas,arthas-all-3.4.0,,,,,,,
com.taobao.arthas:arthas-all,3.4.1,alibaba/arthas,arthas-all-3.4.1,,,,,,,
com.taobao.arthas:arthas-all,3.3.9,alibaba/arthas,arthas-all-3.3.9,,,,,,,
com.taobao.arthas:arthas-all,3.4.4,alibaba/arthas,arthas-all-3.4.4,,,,,,,
com.taobao.arthas:arthas-all,3.5.0,alibaba/arthas,arthas-all-3.5.0,,,,,,,
com.taobao.arthas:arthas-all,3.4.2,alibaba/arthas,arthas-all-3.4.2,,,,,,,
com.taobao.arthas:arthas-all,3.3.7,alibaba/arthas,arthas-all-3.3.7,,,,,,,
com.taobao.arthas:arthas-all,3.4.5,alibaba/arthas,arthas-all-3.4.5,,,,,,,
com.taobao.arthas:arthas-all,3.4.8,alibaba/arthas,arthas-all-3.4.8,,,,,,,
com.taobao.arthas:arthas-all,3.5.1,alibaba/arthas,arthas-all-3.5.1,,,,,,,
com.taobao.arthas:arthas-all,3.6.0,alibaba/arthas,arthas-all-3.6.0,,,,,,,
com.taobao.arthas:arthas-all,3.4.3,alibaba/arthas,arthas-all-3.4.3,,,,,,,
com.scalapenos:stamina_2.11,0.1.6,scalapenos/stamina,v0.1.6,,,,,,,
com.scalapenos:stamina_2.11,0.1.5,scalapenos/stamina,v0.1.5,,,,,,,
com.semanticcms:semanticcms-tag-reference,1.10.1,ao-apps/semanticcms-tag-reference,semanticcms-tag-reference-1.10.1,,,,,,,
com.semanticcms:semanticcms-core-all-book,1.10.0,ao-apps/semanticcms-core-all,semanticcms-core-all-book-1.10.0,,,,,,,
com.semanticcms:semanticcms-news-all,1.8.0,ao-apps/semanticcms-news-all,semanticcms-news-all-1.8.0,,,,,,,
com.semanticcms:semanticcms-core-breadcrumblist-json-ld-book,1.5.0,ao-apps/semanticcms-core-breadcrumblist-json-ld,semanticcms-core-breadcrumblist-json-ld-book-1.5.0,,,,,,,
com.semanticcms:semanticcms-all-book,1.14.0,ao-apps/semanticcms-all,semanticcms-all-book-1.14.0,,,,,,,
com.semanticcms:semanticcms-core-breadcrumblist-json-ld,1.5.0,ao-apps/semanticcms-core-breadcrumblist-json-ld,semanticcms-core-breadcrumblist-json-ld-1.5.0,,,,,,,
com.semanticcms:semanticcms-parent-book,1.19.0,ao-apps/semanticcms-parent,semanticcms-parent-book-1.19.0,,,,,,,
com.semanticcms:semanticcms-parent-book,1.17.3,ao-apps/semanticcms-parent,semanticcms-parent-book-1.17.3,,,,,,,
com.semanticcms:semanticcms-parent-book,1.19.1,ao-apps/semanticcms-parent,semanticcms-parent-book-1.19.1,,,,,,,
com.semanticcms:semanticcms-parent-book,1.17.2,ao-apps/semanticcms-parent,semanticcms-parent-book-1.17.2,,,,,,,
com.semanticcms:semanticcms-parent-book,1.20.1,ao-apps/semanticcms-parent,semanticcms-parent-book-1.20.1,,,,,,,
com.semanticcms:semanticcms-parent-book,1.18.0,ao-apps/semanticcms-parent,semanticcms-parent-book-1.18.0,,,,,,,
com.semanticcms:semanticcms-parent-book,1.20.0,ao-apps/semanticcms-parent,semanticcms-parent-book-1.20.0,,,,,,,
com.semanticcms:semanticcms-news-all-book,1.8.0,ao-apps/semanticcms-news-all,semanticcms-news-all-book-1.8.0,,,,,,,
com.semanticcms:semanticcms-core-docs,1.10.0,ao-apps/semanticcms-core-docs,semanticcms-core-docs-1.10.0,,,,,,,
com.semanticcms:semanticcms-bom,1.14.0,ao-apps/semanticcms-bom,semanticcms-bom-1.14.0,,,,,,,
com.semanticcms:semanticcms-core-bom,1.10.0,ao-apps/semanticcms-core-bom,semanticcms-core-bom-1.10.0,,,,,,,
com.semanticcms:semanticcms-parent,1.20.1,ao-apps/semanticcms-parent,semanticcms-parent-1.20.1,,,,,,,
com.semanticcms:semanticcms-tag-reference-book,1.10.1,ao-apps/semanticcms-tag-reference,semanticcms-tag-reference-book-1.10.1,,,,,,,
com.semanticcms:semanticcms-core-bom-book,1.10.0,ao-apps/semanticcms-core-bom,semanticcms-core-bom-book-1.10.0,,,,,,,
com.semanticcms:semanticcms-all,1.14.0,ao-apps/semanticcms-all,semanticcms-all-1.14.0,,,,,,,
com.semanticcms:semanticcms-core-all,1.10.0,ao-apps/semanticcms-core-all,semanticcms-core-all-1.10.0,,,,,,,
com.semanticcms:semanticcms-core-docs-book,1.10.0,ao-apps/semanticcms-core-docs,semanticcms-core-docs-book-1.10.0,,,,,,,
com.semanticcms:semanticcms-bom-book,1.14.0,ao-apps/semanticcms-bom,semanticcms-bom-book-1.14.0,,,,,,,
com.io7m.jequality:com.io7m.jequality,3.0.0,"io7m/$(echo ""com.io7m.jequality"" | sed s",com.io7m.jequality-3.0.0,,,,,,,
com.io7m.jdownload:com.io7m.jdownload,0.0.1,"io7m/$(echo ""com.io7m.jdownload"" | sed s",com.io7m.jdownload-0.0.1,,,,,,,
com.io7m.timehack6435126:com.io7m.timehack6435126,3.0.0,"io7m/$(echo ""com.io7m.timehack6435126"" | sed s",com.io7m.timehack6435126-3.0.0,,,,,,,
com.io7m.jxe:com.io7m.jxe,1.0.0,"io7m/$(echo ""com.io7m.jxe"" | sed s",c901ae4cc736680969048a7938c87e162a64205f,,,,,,,
com.io7m.jxe:com.io7m.jxe,1.0.2,"io7m/$(echo ""com.io7m.jxe"" | sed s",com.io7m.jxe-1.0.2,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,1.1.0,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",d6bc0f0706451a4594295e06fa59f7ad2c842811,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,2.0.0-beta0001,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",com.io7m.blackthorne-2.0.0-beta0001,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,1.2.1,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",1c291b65740b75aa9309dfb81e1c374e2405b862,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,1.2.0,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",0fcdfbb1f6bca03ae7f71e41bd80b67efbef68fd,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,1.3.1,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",com.io7m.blackthorne-1.3.1,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,2.0.0,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",com.io7m.blackthorne-2.0.0,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,0.0.3,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",c230407d94dd4773ccd1fdd74aec1aba287f920c,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,0.0.5,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",com.io7m.blackthorne-0.0.5,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,1.0.0,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",511446030052a8be78bf46675d4239c4355a901a,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,1.3.0,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",com.io7m.blackthorne-1.3.0,,,,,,,
com.io7m.blackthorne:com.io7m.blackthorne,0.0.4,"io7m/$(echo ""com.io7m.blackthorne"" | sed s",2cd8f1aa6581697ca4cd69e1bd5064ad9be3053a,,,,,,,
com.io7m.jregions:com.io7m.jregions,3.0.0,"io7m/$(echo ""com.io7m.jregions"" | sed s",4be2c0f5bc3b8a8d9416e64d9166a687b11df749,,,,,,,
com.io7m.jregions:com.io7m.jregions,4.0.0,"io7m/$(echo ""com.io7m.jregions"" | sed s",com.io7m.jregions-4.0.0,,,,,,,
com.io7m.tabla:com.io7m.tabla,0.0.2,"io7m/$(echo ""com.io7m.tabla"" | sed s",com.io7m.tabla-0.0.2,,,,,,,
com.io7m.tabla:com.io7m.tabla,0.0.1,"io7m/$(echo ""com.io7m.tabla"" | sed s",com.io7m.tabla-0.0.1,,,,,,,
com.io7m.jdeferthrow:com.io7m.jdeferthrow,1.2.0,"io7m/$(echo ""com.io7m.jdeferthrow"" | sed s",com.io7m.jdeferthrow-1.2.0,,,,,,,
com.io7m.jdeferthrow:com.io7m.jdeferthrow,1.1.0,"io7m/$(echo ""com.io7m.jdeferthrow"" | sed s",dd672fcb915ade8b9926253b1ef0d40362749f75,,,,,,,
com.io7m.jdeferthrow:com.io7m.jdeferthrow,1.0.0,"io7m/$(echo ""com.io7m.jdeferthrow"" | sed s",com.io7m.jdeferthrow-1.0.0,,,,,,,
com.io7m.gtyrell:com.io7m.gtyrell,3.2.0,"io7m/$(echo ""com.io7m.gtyrell"" | sed s",com.io7m.gtyrell-3.2.0,,,,,,,
com.io7m.gtyrell:com.io7m.gtyrell,3.1.0,"io7m/$(echo ""com.io7m.gtyrell"" | sed s",895799b,,,,,,,
com.io7m.gtyrell:com.io7m.gtyrell,2.1.0,"io7m/$(echo ""com.io7m.gtyrell"" | sed s",com.io7m.gtyrell-2.1.0,,,,,,,
com.io7m.gtyrell:com.io7m.gtyrell,3.0.0,"io7m/$(echo ""com.io7m.gtyrell"" | sed s",com.io7m.gtyrell-3.0.0,,,,,,,
com.io7m.jfsm:com.io7m.jfsm,2.0.0,"io7m/$(echo ""com.io7m.jfsm"" | sed s",com.io7m.jfsm-2.0.0,,,,,,,
com.io7m.trasco:com.io7m.trasco,0.0.3,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-0.0.3,,,,,,,
com.io7m.trasco:com.io7m.trasco,1.0.0-beta0003,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-1.0.0-beta0003,,,,,,,
com.io7m.trasco:com.io7m.trasco,0.0.5,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-0.0.5,,,,,,,
com.io7m.trasco:com.io7m.trasco,1.0.0,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-1.0.0,,,,,,,
com.io7m.trasco:com.io7m.trasco,0.0.2,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-0.0.2,,,,,,,
com.io7m.trasco:com.io7m.trasco,1.0.0-beta0002,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-1.0.0-beta0002,,,,,,,
com.io7m.trasco:com.io7m.trasco,0.0.4,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-0.0.4,,,,,,,
com.io7m.trasco:com.io7m.trasco,0.0.1,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-0.0.1,,,,,,,
com.io7m.trasco:com.io7m.trasco,1.0.0-beta0001,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-1.0.0-beta0001,,,,,,,
com.io7m.trasco:com.io7m.trasco,1.1.0,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-1.1.0,,,,,,,
com.io7m.trasco:com.io7m.trasco,0.0.6,"io7m/$(echo ""com.io7m.trasco"" | sed s",com.io7m.trasco-0.0.6,,,,,,,
com.io7m.jorchard:com.io7m.jorchard,2.0.1,"io7m/$(echo ""com.io7m.jorchard"" | sed s",com.io7m.jorchard-2.0.1,,,,,,,
com.io7m.jorchard:com.io7m.jorchard,2.0.0,"io7m/$(echo ""com.io7m.jorchard"" | sed s",07dbadf55c5856f086483ee29c206d276c46d97e,,,,,,,
com.io7m.jqpage:com.io7m.jqpage,0.0.2,"io7m/$(echo ""com.io7m.jqpage"" | sed s",com.io7m.jqpage-0.0.2,,,,,,,
com.io7m.jqpage:com.io7m.jqpage,0.0.3,"io7m/$(echo ""com.io7m.jqpage"" | sed s",com.io7m.jqpage-0.0.3,,,,,,,
com.io7m.jqpage:com.io7m.jqpage,0.0.1,"io7m/$(echo ""com.io7m.jqpage"" | sed s",com.io7m.jqpage-0.0.1,,,,,,,
com.io7m.jbssio:com.io7m.jbssio,1.0.0,"io7m/$(echo ""com.io7m.jbssio"" | sed s",1a1ddec108bf1864ec81191500eb03468d6b00d3,,,,,,,
com.io7m.jbssio:com.io7m.jbssio,0.0.3,"io7m/$(echo ""com.io7m.jbssio"" | sed s",30203fc94fb3c264b1c51b2b49234be04558cc88,,,,,,,
com.io7m.jbssio:com.io7m.jbssio,2.0.0,"io7m/$(echo ""com.io7m.jbssio"" | sed s",com.io7m.jbssio-2.0.0,,,,,,,
com.io7m.jbssio:com.io7m.jbssio,1.0.1,"io7m/$(echo ""com.io7m.jbssio"" | sed s",1f023bdeb1a998d315fe7eff60d363a751eaec2c,,,,,,,
com.io7m.jbssio:com.io7m.jbssio,0.0.2,"io7m/$(echo ""com.io7m.jbssio"" | sed s",824d149288c67cd01c1dfe2d914a915c600e709a,,,,,,,
com.io7m.jbssio:com.io7m.jbssio,1.0.2,"io7m/$(echo ""com.io7m.jbssio"" | sed s",3726e6549cd63af1c2ba88a79c65793bc2b15b33,,,,,,,
