project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
org.daisy.pipeline.modules|html-to-epub3|2.2.0,org.daisy.pipeline.modules|epub-utils|1.2.2,"[1.2.2,1.2.4]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.20,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.44,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.14.5,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.72,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-60-166b388c,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.16.4,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.45,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
it.unibo.alchemist|alchemist-full|17.0.0,it.unibo.alchemist|alchemist-swingui|17.0.0,"[17.0.0,24.1.12]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.17,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.4-104-913fdf67,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.20.10,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.92,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.19.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.73,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.85,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.rest.api.admin.feature|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.12-48-81973d63,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tracing|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.73,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway.feature|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymanager.feature|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymanager.feature|9.7.6,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.6,"[9.7.6,9.22.84]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.2-11-c1fd321b,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.solace|9.10.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,"[9.10.3,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-75-39127531,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.0,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.21,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.4-65-fde1de63,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.15.3,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.4-73-83c69575,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.oauth|1.0.67,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway.feature|9.10.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,"[9.10.3,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.20.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.19.0,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.2-2-6197f550,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|bloop-frontend_2.12|1.4.12-14-2cef762b,ch.epfl.scala|bloop-shared_2.12|1.4.12-14-2cef762b,"[1.4.12-14-2cef762b,1.4.12-16-373bc94e]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.68,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.14.7,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.16,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
io.github.alexarchambault.bleep|bloop-frontend_2.12|1.4.18,io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.18,"[1.4.18,1.4.19-1]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.internal.service.feature|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-93-23afc241,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.cache.invalidation|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance.feature|1.5.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy.server.feature|1.5.56,"[1.5.56,1.5.84]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.9,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.12-10-46c598d0,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.12-2-2721355b,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|zedai-to-html|2.1.4,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.11-47-b6175e43,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.solace|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
org.daisy.pipeline.modules.braille|epub3-to-pef|5.0.1,org.daisy.pipeline.modules|epub-utils|1.2.2,"[1.2.2,1.2.4]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.3-12-a0ca82de,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.3-56-8630f73c,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.rest.api.store.feature|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.0,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|bloop-frontend_2.12|1.4.11-51-ac1d788a,ch.epfl.scala|bloop-shared_2.12|1.4.11-51-ac1d788a,"[1.4.11-51-ac1d788a,1.4.12-16-373bc94e]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.3-28-373a64c9,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.67,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.90,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.throttle.policy.deployer|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.10,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.71,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.3-60-3de5fb9f,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-89-6d802b4e,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.0-22-91111c15,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
us.ihmc|scs2-bullet-simulation-test|17-0.13.2,us.ihmc|scs2-session-visualizer-jfx|17-0.13.2,"[17-0.13.2,17-0.14.0]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.95,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.daisy.pipeline.modules|daisy202-to-epub3|2.0.5,org.daisy.pipeline.modules|epub-utils|1.2.2,"[1.2.2,1.2.4]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.14,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.3-10-7ff53684,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|zedai-to-epub3|2.3.0,org.daisy.pipeline.modules|epub-utils|1.2.2,"[1.2.2,1.2.4]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-40-51347d01,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.20,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.4,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway.feature|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.core|1.0.67,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.1-4-de121a34,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.38,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.3-35-c51f8d96,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.throttle.policy.deployer|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.11-36-36888397,ch.epfl.scala|bloop-shared_2.12|1.4.11-36-36888397,"[1.4.11-36-36888397,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.14.6,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.11-53-ee093a60,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.cleanup.service|1.0.65,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.16.3,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.17.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.core|9.2.51,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.51,"[9.2.51,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.14.6,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.18.21,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.2-14-4fb685f2,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.rest.api.store.feature|9.10.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,"[9.10.3,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.core|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.cleanup.service|1.0.66,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.cleanup.service|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.2-6-08c81b72,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway|9.7.6,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.6,"[9.7.6,9.22.84]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway|9.2.60,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.60,"[9.2.60,9.22.84]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.gateway|9.8.0,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.8.0,"[9.8.0,9.22.84]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.oauth|1.0.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.0-9-0dbff6a3,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.89,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.19.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.18.4,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.17.1,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.0.87,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.5.4-110-f63b53b9,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
cn.ibizlab.plugin|ibizlab-boot-starter-data|2.4.2,org.flowable|flowable-ui-modeler-conf|6.4.2,"[6.4.2,6.7.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.internal.service.feature|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.1-2-2cb26b01,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.cleanup.service|1.0.68,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.0,"[9.2.0,9.16.2]",5,success,,,
org.daisy.pipeline.modules|zedai-utils|1.1.3,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.12-2-2721355b,ch.epfl.scala|bloop-shared_2.12|1.4.12-2-2721355b,"[1.4.12-2-2721355b,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymanager.feature|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-67-aab21b15,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.cache.invalidation|9.2.70,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,"[9.2.70,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.0-10-2d576c18,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.16.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.dashbuilder|dashbuilder-services|7.66.0.Final,org.dashbuilder|dashbuilder-dataset-cdi|7.66.0.Final,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.19.0,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.kie.workbench.screens|kie-wb-common-datasource-mgmt-dashbuilder|7.65.0.Final,org.dashbuilder|dashbuilder-dataset-cdi|7.65.0.Final,No suitable version,5,failed,,Y,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts.connector|5.7.5,org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.7.5,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.11-51-ac1d788a,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.am.choreo.extensions|org.wso2.am.choreo.extensions.token.handler|1.1.18,org.wso2.carbon.extension.identity.oauth2.grantType.token.exchange|org.wso2.carbon.identity.oauth2.grant.token.exchange|1.0.2,No suitable version,5,failed,,Y,
ch.epfl.scala|maven-bloop_2.13|1.4.13,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-6-7f377e9b,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.mgt|5.7.5,org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.7.5,No suitable version,5,failed,,Y,
org.daisy.pipeline.modules|nimas-fileset-validator|2.0.5,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.3-2-117b7e05,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.daisy.pipeline.modules|daisy202-validator|2.0.5,org.daisy.pipeline.modules|fileset-utils|4.0.0,"[4.0.0,5.2.0]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.5.4-2-57ff01b1,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.notification|9.14.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,"[9.14.3,9.16.2]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.notification|9.10.3,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,"[9.10.3,9.16.2]",5,success,,,
ch.epfl.scala|maven-bloop_2.13|1.4.13-76-34e8105f,net.alchim31.maven|scala-maven-plugin|4.5.3,"[4.5.3,4.5.6]",5,success,,,
ch.epfl.scala|buildpress_2.12|1.4.11-51-ac1d788a,ch.epfl.scala|bloop-shared_2.12|1.4.11-51-ac1d788a,"[1.4.11-51-ac1d788a,1.4.12-16-373bc94e]",5,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.17.2,org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|1.0.31,No suitable version,5,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.notification|9.2.49,org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.49,"[9.2.49,9.16.2]",5,success,,,
