project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
us.ihmc|scs2-session-visualizer-jfx|17-0.9.5,us.ihmc|scs2-session|17-0.9.5,"[17-0.9.5,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.56,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.10.3,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.13.2,us.ihmc|scs2-session|17-0.13.2,null,4,failed,Y,,
ch.epfl.scala|bloop-shared_2.12|1.4.12-6-1261d1aa,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
ch.epfl.scala|bloop-shared_2.12|1.4.11-38-053cdea7,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
us.ihmc|scs2-examples|17-0.9.6,us.ihmc|scs2-bullet-simulation|17-0.9.6,null,4,failed,Y,,
us.ihmc|scs2-session-test|17-0.10.1,us.ihmc|scs2-session|17-0.10.1,"[17-0.10.1,17-0.11.1]",4,success,,,
io.get-coursier|definitions_2.12|2.0.11,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.km.ext.wso2is|wso2is.notification.event.handlers|1.4.2,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.3.19,"[5.3.19,5.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.8.55,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
org.wso2.carbon.identity.branding.preference.management|org.wso2.carbon.identity.branding.preference.management.core.server.feature|1.0.2,org.wso2.carbon.identity.branding.preference.management|org.wso2.carbon.identity.branding.preference.management.core|1.0.2,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.60,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.221,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.samples.is|sample-handler|4.5.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|2.1.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.51,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.79,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido2.server.feature|5.2.13,org.wso2.carbon.identity.local.auth.fido|org.wso2.carbon.identity.application.authenticator.fido2|5.2.13,"[5.2.13,5.3.25]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.4.0,us.ihmc|scs2-simulation|0.4.0,"[0.4.0,0.6.0]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.5.1,us.ihmc|ihmc-javafx-toolkit|0.20.0,"[0.20.0,17-0.22.0]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.10,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.53,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.12.5,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy.server.feature|1.5.55,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.55,"[1.5.55,1.5.84]",4,success,,,
org.mitre.synthea|synthea|3.0.0,org.sbml.jsbml|jsbml|1.5,"[1.5,1.6.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.8.6-bullet-alpha-7,us.ihmc|scs2-session|17-0.8.6-bullet-alpha-7,"[17-0.8.6-bullet-alpha-7,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.user.server.feature|1.5.59,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.59,"[1.5.59,1.5.84]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.1.7,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.7.7,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.3,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,null,4,failed,Y,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.8.54,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,null,4,failed,Y,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.10.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.45,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,null,4,failed,Y,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication.server.feature|5.3.25,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.audit|5.3.25,null,4,failed,Y,,
us.ihmc|scs2-session-visualizer-jfx|0.8.0,us.ihmc|scs2-simulation|0.8.0,null,4,failed,Y,,
us.ihmc|scs2-session-visualizer-jfx|17-0.10.1,us.ihmc|scs2-session|17-0.10.1,null,4,failed,Y,,
us.abstracta.jmeter|jmeter-java-dsl-wrapper|0.41,us.abstracta.jmeter|jmeter-java-dsl|0.41,null,4,failed,Y,,
us.ihmc|scs2-simulation-test|17-0.12.2,us.ihmc|scs2-simulation|17-0.12.2,null,4,failed,Y,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy.server.feature|1.5.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.56,null,4,failed,Y,,
us.ihmc|scs2-bullet-simulation-test|0.8.2-bullet-alpha-5,us.ihmc|scs2-bullet-simulation|0.8.2-bullet-alpha-5,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.70,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,null,4,failed,Y,,
io.get-coursier|lm-coursier-shaded_2.12|2.0.11-1,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.identifier|6.4.1,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.1,"[6.4.1,6.4.7]",4,success,,,
org.daisy.pipeline.modules|epub3-tts|2.2.1,org.daisy.pipeline.modules|css-speech|3.1.0,No suitable version,4,failed,,Y,
com.ig.orchestrations.us.rfed|orchestration|0.4.11,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
it.unibo.alchemist|alchemist-swingui|17.0.7,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.46,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.53,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|17-0.12.3,us.ihmc|scs2-simulation|17-0.12.3,"[17-0.12.3,17-0.12.4]",4,success,,,
org.wso2.samples.is|sample-template|4.4.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.session|6.4.1,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.1,"[6.4.1,6.4.7]",4,success,,,
org.daisy.pipeline.modules|text-to-ssml|3.0.5,org.daisy.pipeline.modules|tts-common|3.3.2,"[3.3.2,4.0.4]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.12.0,us.ihmc|scs2-session|17-0.12.0,"[17-0.12.0,17-0.14.0]",4,success,,,
org.wso2.carbon.apimgt.identity.migration.resources|org.wso2.carbon.is.migration|1.1.161,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.48,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
com.lihaoyi|mill-scalalib-worker_2.13|0.10.0-M4-39-e4cfd1,org.scala-sbt|zinc_2.13|1.5.7,null,4,failed,Y,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt.server.feature|4.11.5,org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.5,No suitable version,4,failed,,Y,
us.ihmc|scs2-session-logger|17-0.12.0,us.ihmc|scs2-session|17-0.12.0,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.63,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.9.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.3.2,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.47,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common.feature|1.6.0,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.6.0,"[1.6.0,1.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.9.0,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.66,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|19.1.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.26,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.9,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
com.tencent.bk.devops.ci.common|common-log|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.54,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.3,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.48,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,null,4,failed,Y,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.61,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,null,4,failed,Y,,
it.unibo.alchemist|alchemist-swingui|24.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
io.get-coursier|definitions_2.12|2.0.13,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
us.ihmc|scs2-session-test|17-0.13.2,us.ihmc|scs2-session|17-0.13.2,"[17-0.13.2,17-0.14.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.49,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.9,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.61,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.116,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.116,"[6.7.116,6.7.170]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.1.3,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-session-logger|0.8.5,us.ihmc|scs2-session|0.8.5,"[0.8.5,17-0.11.1]",4,success,,,
us.ihmc|simulation-construction-set-utilities|0.21.17,us.ihmc|ihmc-yovariables|0.9.11,"[0.9.11,0.9.12]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.server.feature|5.9.2,org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.9.2,"[5.9.2,5.11.0]",4,success,,,
fr.inrae.toulouse.metexplore|met4j-io|0.7.13,org.sbml.jsbml|jsbml|1.5,"[1.5,1.6.1]",4,success,,,
org.wso2.carbon.extension.identity.provisioning.outbound.duo|org.wso2.carbon.extension.identity.provisioning.duo.feature|1.1.29,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.provisioning|5.17.5,"[5.17.5,5.17.8]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.41,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.9.4,us.ihmc|scs2-session|17-0.9.4,"[17-0.9.4,17-0.11.1]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-28-dd429fcb,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.samples.is|sample-handler|4.4.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
us.ihmc|simulation-construction-set-test|0.21.12,us.ihmc|ihmc-commons-testing|0.30.4,"[0.30.4,0.30.5]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.7.3,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.35,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.64,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.dashbuilder|dashbuilder-dataset-cdi|7.66.0.Final,org.kie.soup|kie-soup-dataset-elasticsearch|7.66.0.Final,No suitable version,4,failed,,Y,
com.ig.orchestrations.us.rfed|orchestration|0.4.13,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth.server.feature|6.3.54,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.3.54,"[6.3.54,6.4.7]",4,success,,,
it.unibo.alchemist|alchemist-swingui|15.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
com.tencent.bk.devops.ci.project|api-project|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",4,success,,,
it.unibo.alchemist|alchemist-swingui|16.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.59,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.session|6.4.2,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.2,"[6.4.2,6.4.7]",4,success,,,
us.ihmc|scs2-session-test|0.2.0,us.ihmc|scs2-session|0.2.0,"[0.2.0,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.17,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.18,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.samples.is|sample-template|4.3.9,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.6.20,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.8,"[5.18.8,5.18.11]",4,success,,,
org.wso2.identity.apps|org.wso2.identity.apps.common|1.2.739,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.270,"[5.20.270,5.20.295]",4,success,,,
org.wso2.carbon.identity.event.handler.notification|org.wso2.carbon.event.handler.notification.server.feature|1.4.0,org.wso2.carbon.identity.event.handler.notification|org.wso2.carbon.identity.event.handler.notification|1.4.0,"[1.4.0,1.4.5]",4,success,,,
org.daisy.pipeline.modules|dtbook-validator|3.0.2,org.daisy.pipeline.modules|common-utils|1.4.0,No suitable version,4,failed,,Y,
it.unibo.alchemist|alchemist-swingui|24.1.7,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.68,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.km.ext.wso2is|wso2is.notification.event.handlers|1.5.2,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.3.19,"[5.3.19,5.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.12.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.6.18,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.8,"[5.18.8,5.18.11]",4,success,,,
org.daisy.pipeline.modules|daisy3-utils|3.0.1,org.daisy.pipeline.modules|file-utils|2.1.2,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.72,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
in.hocg.boot|mybatis-plus-extensions-http-log-spring-boot-starter|1.0.33,in.hocg.boot|mybatis-plus-extensions-http-log-autoconfigure|1.0.33,No suitable version,4,failed,,Y,
us.ihmc|mecano-yovariables|0.9.0,us.ihmc|ihmc-yovariables|0.9.11,"[0.9.11,0.9.12]",4,success,,,
org.daisy.pipeline.modules|epub2-to-epub3|1.0.2,org.daisy.pipeline.modules|common-utils|1.4.0,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.223,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
com.tencent.bk.devops.ci.process|api-process|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",4,success,,,
com.lihaoyi|mill-scalalib-worker_2.13|0.10.0-M4-43-3eab3c,org.scala-sbt|zinc_2.13|1.5.7,"[1.5.7,1.5.8]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.1.6,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.70,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.9.4,us.ihmc|scs2-session|17-0.9.4,"[17-0.9.4,17-0.11.1]",4,success,,,
us.abstracta.jmeter|jmeter-java-dsl-wrapper|0.42,us.abstracta.jmeter|jmeter-java-dsl|0.42,"[0.42,0.43]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.10.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|0.5.0,us.ihmc|scs2-session|0.5.0,"[0.5.0,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.8.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|17-0.8.2,us.ihmc|scs2-simulation|17-0.8.2,"[17-0.8.2,17-0.11.1]",4,success,,,
io.github.alexarchambault.bleep|bloop-backend_2.12|1.4.18,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
it.unibo.alchemist|alchemist-swingui|13.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.8.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.7,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.9.1,us.ihmc|scs2-session|17-0.9.1,"[17-0.9.1,17-0.11.1]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.9.3,us.ihmc|scs2-session|17-0.9.3,"[17-0.9.3,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.49,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
