project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.7.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.5.1-bullet-alpha-0,us.ihmc|ihmc-javafx-toolkit|0.20.0,"[0.20.0,17-0.22.0]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-36-36888397,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
it.unibo.alchemist|alchemist-swingui|17.0.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,null,4,failed,Y,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-51-ac1d788a,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
io.imunity|unity-server-unicore|3.8.1,io.imunity|unity-server-saml|3.8.1,"[3.8.1,3.10.0]",4,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt.server.feature|4.11.3,org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.11.3,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.37,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.12,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
us.abstracta.jmeter|jmeter-java-dsl-blazemeter|0.41,us.abstracta.jmeter|jmeter-java-dsl|0.41,"[0.41,0.43]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.5,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.15,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.53,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.samples.is|sample-template|4.5.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.0.4,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.daisy.pipeline.modules|odf-utils|1.0.1,org.daisy.pipeline.modules|file-utils|2.1.2,No suitable version,4,failed,,Y,
it.unibo.alchemist|alchemist-swingui|14.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.16,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-test|0.8.2-bullet-alpha-5,us.ihmc|scs2-session|0.8.2-bullet-alpha-5,"[0.8.2-bullet-alpha-5,17-0.11.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|21.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.20,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.16,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.daisy.pipeline|webservice|2.5.0,org.daisy.pipeline|common-utils|5.1.2,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.12.1,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.14,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
it.unibo.alchemist|alchemist-swingui|21.0.8,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.38,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.7.5,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.daisy.pipeline.modules|tts-adapter-cereproc|1.0.1,org.daisy.pipeline.modules|tts-common|3.3.2,"[3.3.2,4.0.4]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.9.1,us.ihmc|scs2-session|17-0.9.1,"[17-0.9.1,17-0.11.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|17.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,null,4,failed,Y,,
us.ihmc|scs2-simulation-construction-set|17-0.12.2,us.ihmc|scs2-simulation|17-0.12.2,"[17-0.12.2,17-0.12.4]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.54,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.12.2,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.50,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
com.innovenso.townplanner|innovenso-townplanner-dsl|2.1.0,com.innovenso.townplanner|innovenso-townplanner-domain|2.0.0,No suitable version,4,failed,,Y,
us.ihmc|scs2-session-logger|0.8.5-bullet-alpha-6,us.ihmc|scs2-simulation|0.8.5-bullet-alpha-6,"[0.8.5-bullet-alpha-6,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.25,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.77,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.52,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
it.unibo.alchemist|alchemist-swingui|21.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-session-logger|0.8.0-bullet-alpha-5,us.ihmc|scs2-simulation|0.8.0-bullet-alpha-5,"[0.8.0-bullet-alpha-5,17-0.11.1]",4,success,,,
us.ihmc|scs2-bullet-simulation-test|17-0.13.0,us.ihmc|scs2-bullet-simulation|17-0.13.0,"[17-0.13.0,17-0.14.0]",4,success,,,
us.ihmc|ihmc-javafx-toolkit-test|0.21.1,us.ihmc|ihmc-javafx-toolkit|0.21.1,"[0.21.1,17-0.22.0]",4,success,,,
us.ihmc|scs2-session-logger|17-0.10.1,us.ihmc|scs2-session|17-0.10.1,"[17-0.10.1,17-0.11.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.6,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.14.0,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.daisy.pipeline.modules|dtbook-to-html|2.1.2,org.daisy.pipeline.modules|file-utils|2.1.2,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.7.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-test|17-0.10.0,us.ihmc|scs2-session|17-0.10.0,"[17-0.10.0,17-0.11.1]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.15,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.47,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.7.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-49-5535314b,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.0.369.1,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.feature|3.3.4,org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.3.4,"[3.3.4,3.3.8]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.12.3,us.ihmc|scs2-simulation|17-0.12.3,"[17-0.12.3,17-0.12.4]",4,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.feature|3.0.27,org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.0.27,"[3.0.27,3.3.8]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.10.3,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-test|0.8.3,us.ihmc|scs2-simulation|0.8.3,"[0.8.3,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.10.5,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
it.unibo.alchemist|alchemist-swingui|13.0.4,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy.server.feature|1.5.58,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.policy|1.5.58,"[1.5.58,1.5.84]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.62,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.3.3,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.69,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
io.get-coursier|lm-coursier-shaded_2.12|2.0.15,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.8,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.10.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.7.7,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
io.get-coursier|lm-coursier_2.12|2.0.11-1,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
io.github.kierendavies|mill-explicit-deps_mill0.9_2.13|0.1.0,org.scala-sbt|zinc-persist_2.13|1.4.4,"[1.4.4,1.5.8]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.identifier|6.3.54,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.3.54,"[6.3.54,6.4.7]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.6,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
com.hotels|waggle-dance-integration-tests|3.9.8,com.hotels|waggle-dance-rest|3.9.8,"[3.9.8,3.10.12]",4,success,,,
it.unibo.alchemist|alchemist-swingui|19.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.68,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|0.8.2-bullet-alpha-5,us.ihmc|scs2-session|0.8.2-bullet-alpha-5,"[0.8.2-bullet-alpha-5,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.62,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.daisy.pipeline.modules|fileset-utils|4.0.0,org.daisy.pipeline.modules|zip-utils|2.1.5,No suitable version,4,failed,,Y,
it.unibo.alchemist|alchemist-swingui|17.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.12.0,us.ihmc|scs2-session|17-0.12.0,"[17-0.12.0,17-0.14.0]",4,success,,,
io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.14,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
us.ihmc|scs2-session-visualizer-jfx|0.7.0,us.ihmc|ihmc-graphics-description|0.19.4,"[0.19.4,0.19.5]",4,success,,,
io.get-coursier|definitions_2.12|2.0.16,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.14.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
io.github.alexarchambault.bleep|bloop-backend_2.12|1.4.17,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.18,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.211,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.12,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.0.369.1,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
io.gitee.cikaros|fly-feel-define-impl|2.0.1,io.gitee.cikaros|fly-feel-define|2.0.2,No suitable version,4,failed,,Y,
us.ihmc|scs2-bullet-simulation-test|17-0.12.4,us.ihmc|scs2-bullet-simulation|17-0.12.4,"[17-0.12.4,17-0.14.0]",4,success,,,
org.daisy.pipeline.modules|epub-utils|1.2.2,org.daisy.pipeline.modules|zip-utils|2.1.5,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.identifier|6.4.2,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.2,"[6.4.2,6.4.7]",4,success,,,
us.ihmc|scs2-bullet-simulation-debug|17-0.11.0,us.ihmc|scs2-bullet-simulation|17-0.11.0,"[17-0.11.0,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.35,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.57,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.user.server.feature|1.5.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.56,"[1.5.56,1.5.84]",4,success,,,
it.unibo.alchemist|alchemist-swingui|13.0.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.apache.nifi|nifi-druid-controller-service-api-nar|1.15.1,org.apache.nifi|nifi-druid-controller-service-api|1.15.1,"[1.15.1,1.15.2]",4,success,,,
org.wso2.carbon.apimgt.identity.migration.resources|org.wso2.carbon.is.migration|1.1.160,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.feature|3.2.0,org.wso2.carbon.extension.identity.authenticator.outbound.smsotp|org.wso2.carbon.extension.identity.authenticator.smsotp.connector|3.2.0,"[3.2.0,3.3.8]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.209,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.tool.validator.sso.saml2|org.wso2.carbon.identity.tools.saml.validator|5.5.2,org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.8.14,"[5.8.14,5.8.44]",4,success,,,
com.lihaoyi|mill-scalalib-worker_2.13|0.10.0-M4-35-83f9de,org.scala-sbt|zinc_2.13|1.5.7,"[1.5.7,1.5.8]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authentication.handler.identifier|6.4.0,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.0,"[6.4.0,6.4.7]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.12-14-2cef762b,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.km.ext.wso2is|wso2is.notification.event.handlers|1.5.1,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.3.19,"[5.3.19,5.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.15,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|22.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.23,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.22,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.9.1,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.6.15,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.11,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.72,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
in.hocg.boot|mybatis-plus-extensions-http-log-spring-boot-starter|1.0.34,in.hocg.boot|mybatis-plus-extensions-http-log-autoconfigure|1.0.34,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.19,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
io.get-coursier|definitions_2.12|2.0.15,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.3,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.24,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|19.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.22,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.daisy.pipeline.modules|daisy3-to-epub3|2.0.4,org.daisy.pipeline.modules|file-utils|2.1.2,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history.server.feature|1.5.52,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.52,"[1.5.52,1.5.84]",4,success,,,
io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.15,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
us.ihmc|scs2-simulation-test|0.8.3-bullet-alpha-5,us.ihmc|scs2-simulation|0.8.3-bullet-alpha-5,"[0.8.3-bullet-alpha-5,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.piicontroller|1.5.52,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.52,"[1.5.52,1.5.84]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.7.2,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
us.ihmc|scs2-simulation-construction-set|17-0.9.5,us.ihmc|scs2-session|17-0.9.5,"[17-0.9.5,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.10.1,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
it.unibo.alchemist|alchemist-swingui|18.0.3,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.112,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.112,"[6.7.112,6.7.170]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.217,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha.server.feature|1.5.59,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.59,"[1.5.59,1.5.84]",4,success,,,
us.ihmc|scs2-session-logger|0.8.3-bullet-alpha-5,us.ihmc|scs2-simulation|0.8.3-bullet-alpha-5,"[0.8.3-bullet-alpha-5,17-0.11.1]",4,success,,,
org.wso2.identity.apps|org.wso2.identity.apps.common|1.2.736,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.270,"[5.20.270,5.20.295]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.10.5,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
it.unibo.alchemist|alchemist-swingui|20.0.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.12-2-2721355b,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.50,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-test|0.5.1,us.ihmc|scs2-session|0.5.1,"[0.5.1,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.12.0,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|17.0.6,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
